Nivel,Tipo de Curso,Plan,Cód.,Descripción,Tray.,Año,Mód.,Sem.,Grupo,Turno,Cód.,Descripción,Ruee Calculado,Rule calculado
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,975,INFORMATICA,II, 0,3, ,FG3,VESPERTINO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,007,ADMINISTRACION, , 1,0, ,SB,VESPERTINO - NOCTURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,007,ADMINISTRACION, , 2,0, ,SB,VESPERTINO - NOCTURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,144,CARPINTERIA, , 1,0, ,SC,VESPERTINO - NOCTURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,218,CONST. VIVENDAS Y ABERTURAS, , 2,0, ,SC,VESPERTINO - NOCTURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,397,GASTRONOMIA C/S/B, , 1,0, ,SD,VESPERTINO - NOCTURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,576,MECANICA AUTOMOTRIZ, , 1,0, ,SE,VESPERTINO - NOCTURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,618,MECANICA EN PRODUCCION, , 2,0, ,SG,VESPERTINO - NOCTURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,780,REFRIGERACION, , 1,0, ,SA,VESPERTINO - NOCTURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 1,0, ,BA,VESPERTINO - NOCTURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 3,0, ,BA,MATUTINO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 1,0, ,BD,VESPERTINO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 2,0, ,BD,VESPERTINO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 3,0, ,BD,MATUTINO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,336,ELECTROMECANICA, , 2,0, ,BC,MATUTINO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,336,ELECTROMECANICA, , 3,0, ,BC,MATUTINO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,929,TURISMO, , 1,0, ,BB,VESPERTINO - NOCTURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,929,TURISMO, , 2,0, ,BB,MATUTINO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,929,TURISMO, , 3,0, ,BB,MATUTINO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUC. SUPERIOR TERCIARIA,CURSO TECNICO TERCIARIO,2015,06A,RECREACION, , 1,1, ,TA1,VESPERTINO - NOCTURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314811,4140098
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2013,12A,RURAL, , 1,0, ,1A,DOBLE TURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314813,4140099
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2013,12A,RURAL, , 2,0, ,2A,DOBLE TURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314813,4140099
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2013,12A,RURAL, , 3,0, ,3A,DOBLE TURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314813,4140099
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,749,PRODUCCION LECHERA, , 1,0, ,SA,DOBLE TURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314813,4140099
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,749,PRODUCCION LECHERA, , 2,0, ,SA,DOBLE TURNO,34000,CAMPUS REGIONAL EDUC. TECNOLOGICA ESTE,1314813,4140099
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1A,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2A,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2B,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3A,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3B,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2013,12A,RURAL, , 1,0, ,1C,DOBLE TURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,153,CARPINTERIA,I, 0,1, ,FA1,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,401,GASTRONOMIA COCINA, , 2,0, ,SA,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,492,INSTALACIONES ELECTRICAS, , 2,0, ,SB,VESPERTINO - NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 1,0, ,BA,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 3,0, ,BA,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,04A,AGRARIO (R), , 1,0, ,BB,DOBLE TURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,04A,AGRARIO (R), , 2,0, ,BB,DOBLE TURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,04A,AGRARIO (R), , 3,0, ,BB,DOBLE TURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 2,0, ,BC,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 3,0, ,BC,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315061,4150128
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,07A,AUDIOVISUAL,II, 0,1, ,FR1,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,118,GASTRONOMIA,II, 0,1, ,FN1,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,118,GASTRONOMIA,II, 0,3, ,FO3,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,119,BELLEZA - CAPILAR,II, 0,3, ,FJ3,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,153,CARPINTERIA,II, 0,3, ,FH3,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,237,CONSTRUCCION,II, 0,3, ,FB3,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,237,CONSTRUCCION,I, 0,4, ,FV4,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,255,DEPORTE,I, 0,3, ,FM3,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,255,DEPORTE,I, 0,5, ,FM5,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,I, 0,1, ,FM1,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,I, 0,1, ,FP1,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,I, 0,1, ,FQ1,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,297,ELECTRICIDAD,II, 0,3, ,FN3,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,297,ELECTRICIDAD,I, 0,3, ,FP3,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,297,ELECTRICIDAD,I, 0,5, ,FN5,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,446,MECANICA AUTOMOTRIZ,I, 0,1, ,FE1,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,446,MECANICA AUTOMOTRIZ,II, 0,1, ,FÑ1,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,446,MECANICA AUTOMOTRIZ,I, 0,1, ,FZ1,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,446,MECANICA AUTOMOTRIZ,I, 0,3, ,FE3,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,446,MECANICA AUTOMOTRIZ,II, 0,3, ,FG3,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,45A,MUSICA,I, 0,1, ,FK1,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,45A,MUSICA,I, 0,3, ,FK3,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,614,METALURGICA,II, 0,1, ,FD1,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,668,PANADERIA,II, 0,3, ,FI3,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,81A,ROBOTICA,II, 0,1, ,FL1,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,975,INFORMATICA,I, 0,1, ,FC1,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,975,INFORMATICA,II, 0,1, ,FF1,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,975,INFORMATICA,I, 0,3, ,FC3,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,975,INFORMATICA,I, 0,5, ,FC5,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUC. SUPERIOR TERCIARIA,ARTICULACION,2010,070,AREA ELECTROTECNIA ELECTRONICA, , 0,0, ,AT1,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR, , 1,0, ,SA,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR, , 1,0, ,SB,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR, , 2,0, ,SA,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR, , 2,0, ,SA2,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR, , 2,0, ,SB,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,144,CARPINTERIA, , 1,0, ,SJ,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,217,CONST. MUEBLES POR DISEÑO, , 2,0, ,SJ,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,237,CONSTRUCCION, , 1,0, ,SC,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,237,CONSTRUCCION, , 1,0, ,SE,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,237,CONSTRUCCION, , 2,0, ,SC,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,237,CONSTRUCCION, , 2,0, ,SE,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,293,DIBUJO DE LA CONSTRUCCION, , 1,0, ,SL,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,344,ELECTROTECNIA, , 1,0, ,SF,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,344,ELECTROTECNIA, , 1,0, ,SI,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,397,GASTRONOMIA C/S/B, , 1,0, ,SG,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,401,GASTRONOMIA COCINA, , 2,0, ,SG,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,401,GASTRONOMIA COCINA, , 2,0, ,SG2,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,492,INSTALACIONES ELECTRICAS, , 2,0, ,SF,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,492,INSTALACIONES ELECTRICAS, , 2,0, ,SI,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,500,INSTALACIONES SANITARIAS, , 2,0, ,SD,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,576,MECANICA AUTOMOTRIZ, , 1,0, ,SH,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,576,MECANICA AUTOMOTRIZ, , 2,0, ,SH,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,798,REPARACION DE P. C., , 1,0, ,SK,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,237,CONSTRUCCION, , 1,0, ,BA,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,237,CONSTRUCCION, , 2,0, ,BA,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,237,CONSTRUCCION, , 3,0, ,BA,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,331,ELECTROMECANICA AUTOMOTRIZ, , 2,0, ,BC,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,331,ELECTROMECANICA AUTOMOTRIZ, , 3,0, ,BC,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,335,ELECTRO - ELECTRONICA, , 2,0, ,BD,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,335,ELECTRO - ELECTRONICA, , 3,0, ,BD,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,336,ELECTROMECANICA, , 1,0, ,BB,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,336,ELECTROMECANICA, , 1,0, ,BC,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,336,ELECTROMECANICA, , 1,0, ,BD,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,336,ELECTROMECANICA, , 2,0, ,BB,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,336,ELECTROMECANICA, , 3,0, ,BB,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,480,INFORMATICA, , 1,0, ,BF,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,480,INFORMATICA, , 1,0, ,BG,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,480,INFORMATICA, , 1,0, ,BE,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,480,INFORMATICA, , 2,0, ,BE,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,480,INFORMATICA, , 2,0, ,BF,VESPERTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,480,INFORMATICA, , 2,0, ,BG,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,480,INFORMATICA, , 3,0, ,BE,MATUTINO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,480,INFORMATICA, , 3,0, ,BF,NOCTURNO,35000,CAMPUS REGIONAL EDUC. TECNOLOGICA LITORAL NORTE,1315722,4150124
