Tipo_de_Educacion,Turno,Comparte,Categoria,PNOfrece2,UNOfrece,Tiene comedor,Tiene copa de leche,Tiene equipo multidisciplinario,,Profesores especiales,Horario,Tiene maestro de apoyo,Tiene maestro de apoyo Ceibal,Tiene maestro comunitario,Maestro mAs maestro,Maestro de trayectorias protegida,RUEE,rule1,Nombre
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108023,2080023,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1108024,2080024,ITALIA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108025,2080025,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108026,2080026,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108027,2080027,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1108028,2080028,DR. LEONEL AGUIRRE
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108029,2080029,JUSTINA SANTIN
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108030,2080030,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,2,,,,,,,,,,,,1108031,2080031,
ESCUELA COMÚN,RURAL,,RURAL COMUN,2,4,,,,,,,,,,,,1108032,2080032,
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1108033,2080033,Q.F. JOSE VICTOR MENDIZABAL
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1108034,2080034,MANUEL FRANCISCO ARTIGAS
ESCUELA COMÚN,TARDE,2,PRACTICA - HABILITADA PRACTICA,5 AÑOS,6,,,,,,,,,,,,1108037,2080002,CANADA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,5 AÑOS,6,,,,,,,,,,,,1108038,2080035,BRIG. GRAL. JUAN A. LAVALLEJA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108039,2080036,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108040,2080037,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108042,2080039,
ESCUELA COMÚN,RURAL,,RURAL COMUN,2,4,,,,,,,,,,,,1108043,2080040,
ESCUELA COMÚN,RURAL,,RURAL COMUN,2,6,,,,,,,,,,,,1108044,2080041,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1108045,2080042,DR.CYRO GIAMBRUNO
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1108046,2080043,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1108047,2080044,JUAN BONINO GALLO
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108048,2080045,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,4,,,,,,,,,,,,1108049,2080046,SARA LOPEZ DE FERNANDEZ
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,5,,,,,,,,,,,,1108050,2080047,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1108051,2080048,JOSE ENRIQUE RODO
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1108052,2080049,TOMAS CIRILO CARRERO ANICET
ESCUELA COMÚN,RURAL,,RURAL COMUN,4,6,,,,,,,,,,,,1108053,2080050,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108054,2080051,
ESCUELA COMÚN,RURAL,,RURAL COMUN,2,5,,,,,,,,,,,,1108055,2080052,JULIA VIGNOLY DE GARCIA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108056,2080053,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108058,2080055,BATALLA DE SARANDI
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108059,2080056,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108060,2080057,
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,6,,,,,,,,,,,,1108061,2080058,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108062,2080059,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108063,2080060,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1108064,2080061,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108065,2080062,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1108066,2080063,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108067,2080064,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,5,,,,,,,,,,,,1108068,2080065,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,4,,,,,,,,,,,,1108069,2080066,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1108070,2080067,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108073,2080068,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108074,2080069,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1108076,2080070,JUAN ZORRILLA DE SAN MARTIN
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108079,2080072,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108081,2080073,
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,3,,,,,,,,,,,,1108085,2080075,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108086,2080076,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,4,,,,,,,,,,,,1108087,2080077,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108088,2080078,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108091,2080081,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,5,,,,,,,,,,,,1108093,2080082,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,5,,,,,,,,,,,,1108094,2080083,
ESCUELA COMÚN,RURAL,,RURAL COMUN,6,6,,,,,,,,,,,,1108095,2080084,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108096,2080085,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108098,2080087,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1108100,2080088,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108101,2080089,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1108102,2080090,PIEDRA ALTA
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1108103,2080091,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1108104,2080092,ENRIQUETA COMPTE Y RIQUE
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,6,,,,,,,,,,,,1108106,2080094,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1108108,2080095,CLEMENTE ESTABLE
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1108109,2080096,BRIG. GRAL. FRUCTUOSO RIVERA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108110,2080097,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1108112,2080098,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1108113,2080099,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1108114,2080100,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1108115,2080101,
ESCUELA COMÚN,MAÑANA,4,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1108116,2080004,REPUBLICA ARGENTINA
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1108117,2080102,ISABEL ROSANO STAGI DE BAISON
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,3,,,,,,,,,,,,1108118,2080103,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1108124,2080105,
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1109001,2090001,GRAL. JOSE GERVASIO ARTIGAS
ESCUELA COMÚN,MAÑANA,117,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1109002,2090002,JOSE PEDRO VARELA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1109003,2090003,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1109004,2090004,GUILLERMINA DIAGO DE PINTOS
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1109005,2090005,EDUARDO FABINI
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1109006,2090006,AMELIA MAESO DE PEREIRA
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1109007,2090007,JUAN JOSE MOROSOLI
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1109008,2090008,GUILLERMO CUADRI
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1109009,2090009,MTRO. MANUEL A. LOPEZ TOLEDO
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,1,6,,,,,,,,,,,,1109010,2090010,BRIG. GRAL. MANUEL ORIBE
ESCUELA COMÚN,TARDE,35,PRACTICA - HABILITADA PRACTICA,3 AÑOS,6,,,,,,,,,,,,1109011,2090011,BRIG. GRAL. JUAN A. LAVALLEJA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1109012,2090012,JUAN ZORRILLA DE SAN MARTIN
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1109013,2090013,JOAQUIN TORRES GARCIA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109014,2090014,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1109015,2090015,MTRO. PANTALEON SCOLPINI
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109016,2090016,HOMERO GRILLO
ESCUELA COMÚN,TARDE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1109017,2090017,HILDA PISANI DE AMEN
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1109018,2090018,LEYENDA PATRIA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1109019,2090019,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109020,2090020,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,3,,,,,,,,,,,,1109021,2090021,
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,4,,,,,,,,,,,,1109022,2090022,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109023,2090023,
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,6,,,,,,,,,,,,1109025,2090024,
ESCUELA COMÚN,RURAL,,RURAL COMUN,2,6,,,,,,,,,,,,1109026,2090025,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1109027,2090026,
ESCUELA COMÚN,RURAL,,RURAL COMUN,2,6,,,,,,,,,,,,1109030,2090027,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,5,,,,,,,,,,,,1109031,2090028,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,1,,,,,,,,,,,,1109032,2090029,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3,6,,,,,,,,,,,,1109033,2090030,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109034,2090031,AGUSTIN FERREIRO
ESCUELA COMÚN,MAÑANA,11,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1109035,2090011,BRIG. GRAL. FRUCTUOSO RIVERA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109036,2090032,MTRO. INDALECIO BENGOCHEA RODRIGUEZ
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,6,,,,,,,,,,,,1109037,2090033,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,2,,,,,,,,,,,,1109039,2090034,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,4,,,,,,,,,,,,1109040,2090035,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109041,2090036,PEDRO ARAMENDIA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1109044,2090037,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,5,,,,,,,,,,,,1109048,2090039,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1109049,2090040,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1109051,2090042,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,4,,,,,,,,,,,,1109052,2090043,
ESCUELA COMÚN,DOBLE,,APRENDER,3 AÑOS,6,,,,,,,,,,,,1109054,2090045,CLEMENTE ESTABLE
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109056,2090046,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1109057,2090047,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109058,2090048,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109059,2090049,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1109062,2090050,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1109063,2090051,GRAL. JOSE GERVASIO ARTIGAS
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1109064,2090052,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1109065,2090053,CARLOS MARIA JASO ANCHORENA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109066,2090054,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1109067,2090055,
ESCUELA COMÚN,RURAL,,RURAL COMUN,2,6,,,,,,,,,,,,1109068,2090056,
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,5,,,,,,,,,,,,1109069,2090057,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109073,2090060,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1109075,2090062,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,4,,,,,,,,,,,,1109076,2090063,DIONISIO DIAZ
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,3,,,,,,,,,,,,1109077,2090064,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,5,,,,,,,,,,,,1109079,2090065,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,2,,,,,,,,,,,,1109083,2090067,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109085,2090069,
ESCUELA COMÚN,TARDE,,URBANA COMUN,1,5,,,,,,,,,,,,1109088,2090070,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1109089,2090071,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1109090,2090072,DR. ALBERTO GALLINAL HEBER
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109091,2090073,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1109092,2090074,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,3,,,,,,,,,,,,1109094,2090076,ANTOINE DE SAINT EXUPERY
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1109095,2090077,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1109096,2090078,FLORENCE NIGHTINGALE
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1109097,2090079,MTRO. OLEGARIO VILLALBA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1109098,2090080,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1109102,2090081,SANTIAGO RAMON Y CAJAL
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,2,,,,,,,,,,,,1109103,2090082,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1109104,2090083,ANA MONTERROSO DE LAVALLEJA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1109105,2090084,MIGUEL NAVARRA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,4,,,,,,,,,,,,1109106,2090085,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,5,,,,,,,,,,,,1109107,2090086,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1109108,2090087,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1109109,2090088,ENRIQUETA COMPTE Y RIQUE
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1109111,2090090,ESC. HECTOR LEIS RICCETTO
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1109112,2090091,FEDERICO FROEBEL
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1109113,2090092,DR. GONZALO GONZALEZ SIMOIS
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1109114,2090093,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1109115,2090094,
ESCUELA COMÚN,TARDE,2,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1109117,2090002,TREINTA Y TRES ORIENTALES
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1109119,2090097,PERICO
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1109120,2090098,
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1110001,2100001,JOSE PEDRO RAMIREZ
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1110002,2100002,JOSE PEDRO VARELA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1110003,2100003,JUAN DE DIOS CURBELO
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1110004,2100004,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1110005,2100005,ALEJANDRO Y SAMUEL LAFONE
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1110006,2100006,JULIAN R. GOICOECHEA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1110007,2100007,GRAL. JOSE DE SAN MARTIN
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1110008,2100008,JOSE ENRIQUE RODO
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1110009,2100009,JOSE ARTIGAS
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1110010,2100010,CAYETANO SILVA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110011,2100011,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110012,2100012,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1110013,2100013,VIRREY PEDRO DE CEVALLOS
ESCUELA COMÚN,MAÑANA,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1110014,2100014,
ESCUELA COMÚN,ESPECIAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110015,2100015,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1110016,2100016,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1110017,2100017,ING. AGRONOMO JORGE AZNAREZ
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1110018,2100018,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1110019,2100019,MTRA. RAQUEL RODRIGUEZ CANALE DE BARRIOS
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1110020,2100020,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1110021,2100021,JUAN ZORRILLA DE SAN MARTIN
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110022,2100022,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1110023,2100023,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1110024,2100024,MTRO. CANDIDO VILLAR
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1110025,2100025,GRAL. LEONARDO OLIVERA
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1110026,2100026,AGUSTIN FERREIRO
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1110027,2100027,BRIG. GRAL. JUAN A. LAVALLEJA
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1110028,2100028,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1110029,2100029,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110030,2100030,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110031,2100031,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1110032,2100032,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,5,,,,,,,,,,,,1110033,2100033,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110035,2100035,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110036,2100036,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1110037,2100037,FRANCISCO PIRIA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1110040,2100040,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1110041,2100041,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1110042,2100042,MARGARITA MUNIZ
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110043,2100043,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1110044,2100044,PETRONA FONTES DE BONILLA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110045,2100045,DR. ALFONSO LAMAS
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110046,2100046,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,4,,,,,,,,,,,,1110047,2100047,JUANA ROSELLO DE NIEVES
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110048,2100048,
ESCUELA COMÚN,DOBLE,,APRENDER,3 AÑOS,6,,,,,,,,,,,,1110050,2100050,MTRO. ANTONIO CAMACHO
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1110052,2100052,ELENA MARROCHE DE MUSSIO
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1110053,2100053,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1110054,2100054,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1110055,2100055,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,5 AÑOS,6,,,,,,,,,,,,1110056,2100056,CLEMENTE ESTABLE
