Tipo_de_Educacion,Turno,Comparte,Categoria,PNOfrece2,UNOfrece,Tiene comedor,Tiene copa de leche,Tiene equipo multidisciplinario,,Profesores especiales,Horario,Tiene maestro de apoyo,Tiene maestro de apoyo Ceibal,Tiene maestro comunitario,Maestro mAs maestro,Maestro de trayectorias protegida,RUEE,rule1,Nombre
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101236,2010169,TALLER PROTEGIDO AGRARIO
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101237,2010170,
ESCUELA COMÚN,DOBLE,,APRENDER,3 AÑOS,6,,,,,,,,,,,,1101238,2010171,CADETE HEBER W.CASTIGLIONI CASTRO
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101239,2010172,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101240,2010173,PAUL HARRIS
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101241,2010174,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101242,2010175,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101243,2010176,JULIO J. CASAL
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101244,2010177,EDUARDO MATEO
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101245,2010178,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101246,2010179,GLADYS NOTAROBERTO DE FLORES
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101247,2010180,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101248,2010181,
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,1,6,,,,,,,,,,,,1101249,2010182,
ESCUELA COMÚN,MAÑANA,323,PRACTICA - HABILITADA PRACTICA,1,6,,,,,,,,,,,,1101250,2010183,DR. EMILIO FRUGONI
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101251,2010184,BRIG. GRAL. FRUCTUOSO RIVERA
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101252,2010185,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101253,2010186,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101254,2010187,DOCTOR AQUILES LANZA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101255,2010188,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101256,2010513,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101257,2010190,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,5 AÑOS,6,,,,,,,,,,,,1101258,2010191,JUAN BAUTISTA CROSA DE PINEROLO
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101259,2010192,C.E.P.O.A.
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101262,2010194,CLEMENTE ESTABLE
ESCUELA COMÚN,TARDE,343,APRENDER,1,6,,,,,,,,,,,,1101263,2010195,CNEL. LORENZO LATORRE
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1101264,2010196,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101266,2010198,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101267,2010199,EUSKADI
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1101268,2010200,DR. ARTURO LUSSICH
ESCUELA COMÚN,MAÑANA,2,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101269,2010001,MTRO. JULIO CASTRO
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101270,2010201,
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101271,2010202,ANA FRANK
ESCUELA COMÚN,MAÑANA,39,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1101273,2010031,ESC. DARDO ORTIZ
ESCUELA COMÚN,TARDE,219,URBANA COMUN,1,6,,,,,,,,,,,,1101274,2010152,DR. HECTOR LORENZO RIOS
ESCUELA COMÚN,MAÑANA,62,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101275,2010051,REPUBLICA DE CROACIA
ESCUELA COMÚN,MAÑANA,148,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101276,2010098,MTRO. CARLOS CHASSALE
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101277,2010203,ATILIO BIANCHI - ELENA DANERO
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101278,2010204,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101279,2010205,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101280,2010206,COMPLEJO EDUCATIVO ELOISA GARCIA ETCHEGOYEN DE LORENZO
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101282,2010207,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101286,2010208,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101287,2010209,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101288,2010210,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101289,2010211,
ESCUELA COMÚN,TARDE,145,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101290,2010096,ALFREDO ZITARROSA
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101291,2010212,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101292,2010213,PROF. ALFREDO TRAVERSONI
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101294,2010214,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101295,2010215,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101297,2010216,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101298,2010217,
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101299,2010218,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101300,2010219,FLORENCIA ROSAS
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101301,2010220,
ESCUELA COMÚN,TARDE,125,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101302,2010083,KHALIL GIBRAN
ESCUELA COMÚN,MAÑANA,152,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101303,2010102,OEA
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101305,2010221,MARIA MONTESSORI
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101306,2010222,MICAELA GUYUNUSA
ESCUELA COMÚN,MAÑANA,150,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101307,2010100,MARGARITA XIRGU
ESCUELA COMÚN,MAÑANA,64,APRENDER,1,6,,,,,,,,,,,,1101308,2010053,
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101309,2010223,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101311,2010225,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101312,2010226,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,2,,,,,,,,,,,,1101313,2010227,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101314,2010228,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101315,2010229,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101316,2010230,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101317,2010231,ISLAS BALEARES
ESCUELA COMÚN,TARDE,143,APRENDER,1,6,,,,,,,,,,,,1101318,2010094,REPUBLICA DE LITUANIA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1101319,2010505,REPUBLICA POPULAR CHINA
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101320,2010232,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,3 AÑOS,,,,,,,,,,,,1101322,2010233,
ESCUELA COMÚN,TARDE,250,PRACTICA - HABILITADA PRACTICA,1,6,,,,,,,,,,,,1101323,2010183,ITALIA
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101324,2010234,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101325,2010235,JOSEFA CAMEJO
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101326,2010236,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101327,2010237,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101328,2010238,ALFREDO TRAVERSONI
ESCUELA COMÚN,MAÑANA,66,PRACTICA - HABILITADA PRACTICA,1,6,,,,,,,,,,,,1101329,2010055,MTRO. JESUALDO SOSA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101330,2010239,
ESCUELA COMÚN,MAÑANA,127,URBANA COMUN,1,6,,,,,,,,,,,,1101331,2010085,MTRO. DANIEL ALBERTO FERNANDEZ COBELLI
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,1,6,,,,,,,,,,,,1101332,2010089,
ESCUELA COMÚN,MAÑANA,149,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101334,2010099,
ESCUELA COMÚN,MAÑANA,367,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101335,2010240,
ESCUELA COMÚN,MAÑANA,168,APRENDER,1,6,,,,,,,,,,,,1101336,2010113,
ESCUELA COMÚN,MAÑANA,177,APRENDER,1,6,,,,,,,,,,,,1101337,2010119,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101338,2010241,
ESCUELA COMÚN,TARDE,182,URBANA COMUN,1,6,,,,,,,,,,,,1101339,2010124,ROMA
ESCUELA COMÚN,TARDE,188,APRENDER,1,6,,,,,,,,,,,,1101340,2010127,
ESCUELA COMÚN,MAÑANA,225,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101341,2010158,CARLOS PAEZ VILARO
ESCUELA COMÚN,MAÑANA,227,APRENDER,3 AÑOS,6,,,,,,,,,,,,1101342,2010160,
ESCUELA COMÚN,MAÑANA,263,APRENDER,1,6,,,,,,,,,,,,1101343,2010195,GRAL. APARICIO SARAVIA
ESCUELA COMÚN,TARDE,38,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101344,2010030,REPUBLICA BOLIVARIANA DE VENEZUELA
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101345,2010242,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101346,2010243,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101347,2010244,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101348,2010245,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101350,2010246,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101351,2010247,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101352,2010248,COMPLEJO EDUCATIVO PASO DE LA ARENA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101353,2010249,HENRY DUNANT
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101354,2010250,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101355,2010251,"COMPLEJO EDUCATIVO ""QUINTA DE LUIS BATLLE"""
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101356,2010252,
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101357,2010253,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101359,2010254,ANA VINOCUR
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101360,2010255,DR. JANUSZ KORCZAK
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101361,2010256,FEDERACION RUSA
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101362,2010257,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101363,2010258,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1101364,2010259,REPUBLICA DE BULGARIA
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101365,2010260,ATAHUALPA DEL CIOPPO
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101366,2010261,
ESCUELA COMÚN,TARDE,335,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101367,2010240,REPUBLICA DE SURINAM
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101368,2010262,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101369,2010263,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101370,2010525,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101371,2010265,
ESCUELA COMÚN,MAÑANA,373,APRENDER,5 AÑOS,6,,,,,,,,,,,,1101372,2010266,
ESCUELA COMÚN,TARDE,372,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101373,2010266,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101374,2010267,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,5 AÑOS,6,,,,,,,,,,,,1101375,2010268,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101376,2010269,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101377,2010417,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101378,2010418,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101379,2010270,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101380,2010419,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101381,2010429,LOS MUCHACHOS
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1101382,2010435,MTRO. RUBEN LENA
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101383,2010447,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101384,2010448,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1101385,2010455,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101386,2010038,
ESCUELA ESPECIAL,ESPECIAL,198,ESPECIALES,,,,,,,,,,,,,,1101387,2010504,CENTRO TRANSICION A LA VIDA ADULTA
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101388,2010506,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101389,2010512,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101390,2010511,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101391,2010514,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101392,2010516,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101393,2010522,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101394,2010517,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101395,2010520,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101396,2010524,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101397,2010529,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101398,2010521,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101399,2010531,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101400,2010532,NESTOR 'TITO' GONÇALVES
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101401,2010530,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101402,2010541,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101403,2010534,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101404,2010526,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101405,2010533,
ESCUELA COMÚN,DOBLE,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101407,2010540,
ESCUELA COMÚN,MAÑANA,2,PRACTICA - HABILITADA PRACTICA,1,6,,,,,,,,,,,,1102001,2020001,GRAL. JOSE GERVASIO ARTIGAS
ESCUELA COMÚN,TARDE,1,PRACTICA - HABILITADA PRACTICA,1,6,,,,,,,,,,,,1102002,2020001,ESPAÑA
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1102003,2020002,MARIA ORTICOCHEA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102004,2020003,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1102005,2020004,CLEMENTE ESTABLE
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102006,2020005,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102007,2020006,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1102008,2020007,BRIG. GRAL. JUAN A. LAVALLEJA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102009,2020008,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102010,2020009,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1102011,2020010,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102013,2020012,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102014,2020013,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102015,2020014,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1102016,2020015,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1102017,2020016,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1102019,2020018,REPUBLICA FEDERATIVA DE BRASIL
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1102020,2020019,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102021,2020020,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1102023,2020022,CRISTOBAL COLON
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,4,,,,,,,,,,,,1102024,2020023,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102025,2020024,ING. EZEQUIEL DIMAS SILVA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1102026,2020025,
ESCUELA COMÚN,RURAL,,RURAL COMUN,2,5,,,,,,,,,,,,1102027,2020026,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1102028,2020027,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102029,2020028,
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,6,,,,,,,,,,,,1102030,2020029,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102031,2020030,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102032,2020031,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102033,2020032,LUIS ARTIGAS GOMEZ NUÑEZ
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102034,2020033,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102035,2020034,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1102036,2020035,DORSOLINA BORBA
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1102037,2020036,BARON DE RIO BRANCO
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102038,2020037,
ESCUELA COMÚN,DOBLE,,APRENDER,3 AÑOS,6,,,,,,,,,,,,1102039,2020038,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1102040,2020039,AGUSTIN FERREIRO
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102041,2020040,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1102042,2020041,
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1102043,2020042,JOSE PEDRO VARELA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102044,2020043,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102045,2020044,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102046,2020045,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102047,2020046,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1102048,2020047,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102049,2020048,DIONISIO DIAZ
ESCUELA COMÚN,RURAL,,RURAL COMUN,2,6,,,,,,,,,,,,1102050,2020049,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102051,2020050,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1102052,2020051,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1102054,2020052,ENEIDA TEXEIRA DE BASALDUA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1102056,2020053,ELADIO F. DIESTE
ESCUELA COMÚN,ESPECIAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102060,2020054,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102061,2020055,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3,3,,,,,,,,,,,,1102063,2020057,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102064,2020058,
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1102065,2020059,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1102066,2020060,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1102067,2020061,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1102068,2020062,ITALIA
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1102070,2020063,DANIEL FERNANDEZ CRESPO
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1102071,2020064,
