Ruee Calculado,Rule Calculado,GRADO/AÑO,BACHIILER_DIVNOMBRE,Turno,PLAN,MODALIDAD,NOMBRELIC,DescPlan,RUEE_RAD
1205022,3050146,5,DIV.CIENTÍFICA,MATUTINO EXTENDIDO,2006,ANUAL,JUAN LACAZE Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1205022,3050146,5,DIV.ARTE Y EXPRESIÓN,MATUTINO EXTENDIDO,2006,ANUAL,JUAN LACAZE Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1205022,3050146,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,JUAN LACAZE Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1205022,3050146,6,SOCIAL ECONOMÍA,MATUTINO EXTENDIDO,2006,ANUAL,JUAN LACAZE Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1205022,3050146,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,JUAN LACAZE Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1205022,3050146,6,FÍSICO MATEMÁTICO,MATUTINO EXTENDIDO,2006,ANUAL,JUAN LACAZE Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1205022,3050146,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL,JUAN LACAZE Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
0,0,2,,INTERMEDIO EXTENDIDO,2009,SEMESTRAL,JUAN LACAZE Nº 2,https://www.ces.edu.uy/index.php/plan-2009,
1206001,3060089,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,JUAN LACAZE Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1206001,3060089,5,BIOLÓGICO,NOCTURNO,1994,SEMESTRAL,CECAP COLONIA,https://www.ces.edu.uy/index.php/plan-1994,1605470
1206001,3060089,6,DERECHO,NOCTURNO,1994,SEMESTRAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1206001,3060089,6,MEDICINA,NOCTURNO,1994,SEMESTRAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1206001,3060089,4,,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,5,DIV.CIENTÍFICA,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,5,DIV.ARTE Y EXPRESIÓN,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,6,FÍSICO MATEMÁTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,6,MATEMÁTICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206001,3060089,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,4,,NOCTURNO,1994,SEMESTRAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1206002,3060096,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,DURAZNO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1206002,3060096,6,DERECHO,NOCTURNO,1994,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-1994,
1206002,3060096,6,MEDICINA,NOCTURNO,1994,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-1994,
1206002,3060096,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,4,,MATUTINO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,5,DIV.CIENTÍFICA,MATUTINO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,5,DIV.ARTE Y EXPRESIÓN,MATUTINO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,6,SOCIAL ECONOMÍA,MATUTINO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,6,CIENCIAS AGRARIAS,MATUTINO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,6,FÍSICO MATEMÁTICO,MATUTINO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206002,3060096,1,,NOCTURNO,2013,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2013,
1206002,3060096,1,,NOCTURNO,2013,SEMESTRAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2013,
1206002,3060096,2,,NOCTURNO,2013,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2013,
1206002,3060096,2,,NOCTURNO,2013,SEMESTRAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2013,
1206002,3060096,3,,NOCTURNO,2013,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2013,
1206002,3060096,3,,NOCTURNO,2013,SEMESTRAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2013,
1206003,3060093,4,,INTERMEDIO,1994,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-1994,
1206003,3060093,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,SARANDI DEL YI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206003,3060093,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,VILLA DEL CARMEN,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206003,3060093,3,,MATUTINO EXTENDIDO,2006,ANUAL,VILLA DEL CARMEN,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206003,3060093,4,,MATUTINO EXTENDIDO,2006,ANUAL,VILLA DEL CARMEN,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206003,3060093,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,VILLA DEL CARMEN,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206003,3060093,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,VILLA DEL CARMEN,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206003,3060093,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,VILLA DEL CARMEN,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206003,3060093,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,VILLA DEL CARMEN,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206004,3060090,4,,NOCTURNO,1994,SEMESTRAL,VILLA DEL CARMEN,https://www.ces.edu.uy/index.php/plan-1994,
1206004,3060090,1,,MATUTINO EXTENDIDO,2006,ANUAL,VILLA DEL CARMEN,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206004,3060090,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206004,3060090,2,,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206004,3060090,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206004,3060090,3,,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206004,3060090,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206004,3060090,1,,NOCTURNO,2013,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2013,
1206004,3060090,1,,NOCTURNO,2013,SEMESTRAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2013,
1206004,3060090,2,,NOCTURNO,2013,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2013,
1206004,3060090,2,,NOCTURNO,2013,SEMESTRAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2013,
1206004,3060090,3,,NOCTURNO,2013,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2013,
1206004,3060090,3,,NOCTURNO,2013,SEMESTRAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2013,
1206004,3060090,1,,INTERMEDIO EXTENDIDO,2016,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/propuesta-2016,
1206004,3060090,1,,INTERMEDIO EXTENDIDO,2016,SEMESTRAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/propuesta-2016,
1206004,3060090,2,,INTERMEDIO EXTENDIDO,2016,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/propuesta-2016,
1206004,3060090,2,,INTERMEDIO EXTENDIDO,2016,SEMESTRAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/propuesta-2016,
1206004,3060090,3,,INTERMEDIO EXTENDIDO,2016,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/propuesta-2016,
1206004,3060090,3,,INTERMEDIO EXTENDIDO,2016,SEMESTRAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/propuesta-2016,
1206005,3060095,1,,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206005,3060095,2,,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206005,3060095,3,,MATUTINO EXTENDIDO,2006,ANUAL,CARLOS REYLES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206005,3060095,4,,MATUTINO EXTENDIDO,2006,ANUAL,CARLOS REYLES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206005,3060095,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,CARLOS REYLES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206005,3060095,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,CARLOS REYLES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206005,3060095,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,CARLOS REYLES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206005,3060095,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,CARLOS REYLES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206006,3060092,1,,MATUTINO EXTENDIDO,2006,ANUAL,CARLOS REYLES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206006,3060092,2,,MATUTINO EXTENDIDO,2006,ANUAL,CARLOS REYLES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206006,3060092,3,,MATUTINO EXTENDIDO,2006,ANUAL,BLANQUILLO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206006,3060092,4,,MATUTINO EXTENDIDO,2006,ANUAL,BLANQUILLO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206006,3060092,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,BLANQUILLO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206006,3060092,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,BLANQUILLO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206006,3060092,2,,MATUTINO EXTENDIDO,1996,SEMESTRAL,BLANQUILLO,https://www.ces.edu.uy/index.php/plan-1996-ee,
1206006,3060092,3,,MATUTINO EXTENDIDO,1996,SEMESTRAL,BLANQUILLO,https://www.ces.edu.uy/index.php/plan-1996-ee,
1206008,3060094,4,,MATUTINO EXTENDIDO,2006,ANUAL,BLANQUILLO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206008,3060094,1,,MATUTINO EXTENDIDO,2006,ANUAL,BLANQUILLO,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1206008,3060094,2,,MATUTINO EXTENDIDO,2006,ANUAL,LA PALOMA (DURAZNO),https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1206008,3060094,3,,MATUTINO EXTENDIDO,2006,ANUAL,LA PALOMA (DURAZNO),https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1206012,3060091,1,,MATUTINO EXTENDIDO,2006,ANUAL,LA PALOMA (DURAZNO),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206012,3060091,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,LA PALOMA (DURAZNO),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206012,3060091,2,,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206012,3060091,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206012,3060091,3,,MATUTINO EXTENDIDO,2006,ANUAL,DURAZNO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1206012,3060091,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,DURAZNO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1207001,3070040,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,DURAZNO Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1207001,3070040,5,BIOLÓGICO,NOCTURNO,1994,SEMESTRAL,DURAZNO Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1207001,3070040,6,DERECHO,NOCTURNO,1994,SEMESTRAL,FLORES DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1207001,3070040,6,MEDICINA,NOCTURNO,1994,SEMESTRAL,FLORES DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
