Ruee Calculado,Rule Calculado,GRADO/AÑO,BACHIILER_DIVNOMBRE,Turno,PLAN,MODALIDAD,NOMBRELIC,DescPlan,RUEE_RAD
1201015,3010287,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 15,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201015,3010287,6,SOCIAL ECONOMÍA,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 15,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201015,3010287,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 15,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201015,3010287,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 15,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201015,3010287,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 15,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201015,3010287,6,FÍSICO MATEMÁTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 15,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201015,3010287,6,MATEMÁTICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 15,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201015,3010287,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 15,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201015,3010287,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 15,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201016,3010288,4,,NOCTURNO,1994,ANUAL,MONTEVIDEO Nº 15,https://www.ces.edu.uy/index.php/plan-1994,
1201016,3010288,4,,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 15,https://www.ces.edu.uy/index.php/plan-1994,
1201016,3010288,1,,NOCTURNO,1996,ANUAL,MONTEVIDEO Nº 16,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201016,3010288,2,,NOCTURNO,1996,ANUAL,MONTEVIDEO Nº 16,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201016,3010288,3,,NOCTURNO,1996,ANUAL,MONTEVIDEO Nº 16,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201016,3010288,1,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 16,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201016,3010288,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 16,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201016,3010288,2,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 16,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201016,3010288,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 16,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201016,3010288,3,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 16,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201016,3010288,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 16,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201017,3010289,4,,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 16,https://www.ces.edu.uy/index.php/plan-1994,
1201017,3010289,1,,NOCTURNO,1996,ANUAL,MONTEVIDEO Nº 16,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201017,3010289,2,,NOCTURNO,1996,ANUAL,MONTEVIDEO Nº 17,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201017,3010289,3,,NOCTURNO,1996,ANUAL,MONTEVIDEO Nº 17,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201017,3010289,1,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 17,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201017,3010289,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 17,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201017,3010289,2,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 17,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201017,3010289,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 17,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201017,3010289,3,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 17,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201017,3010289,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 17,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201017,3010289,3,,NOCTURNO EXTENDIDO,2009,ANUAL,MONTEVIDEO Nº 17,https://www.ces.edu.uy/index.php/plan-2009,
1201018,3010290,1,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 17,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201018,3010290,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 17,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201018,3010290,2,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 18,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201018,3010290,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 18,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201018,3010290,3,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 18,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201018,3010290,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 18,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201018,3010290,4,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 18,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201019,3010291,4,,INTERMEDIO,1994,SEMESTRAL,MONTEVIDEO Nº 18,https://www.ces.edu.uy/index.php/plan-1994,
1201019,3010291,4,,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 18,https://www.ces.edu.uy/index.php/plan-1994,
1201019,3010291,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-1994,
1201019,3010291,5,BIOLÓGICO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-1994,
1201019,3010291,6,DERECHO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-1994,
1201019,3010291,6,MEDICINA,NOCTURNO,1994,ANUAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-1994,
1201019,3010291,1,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201019,3010291,2,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201019,3010291,3,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201019,3010291,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201019,3010291,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201019,3010291,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201019,3010291,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201020,3010292,1,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201020,3010292,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 19,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201020,3010292,2,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 20,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201020,3010292,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 20,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201020,3010292,3,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 20,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201020,3010292,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 20,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201020,3010292,4,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 20,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201020,3010292,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 20,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201021,3010293,1,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 20,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201021,3010293,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 20,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201021,3010293,2,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 21,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201021,3010293,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 21,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201021,3010293,3,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 21,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201021,3010293,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 21,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201022,3010294,1,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 21,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201022,3010294,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 21,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201022,3010294,2,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 22,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201022,3010294,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 22,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201022,3010294,3,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 22,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201022,3010294,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 22,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201023,3010295,1,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 22,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201023,3010295,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 22,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201023,3010295,2,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 23,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201023,3010295,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 23,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201023,3010295,3,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 23,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201023,3010295,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 23,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201023,3010295,1,,MATUTINO EXTENDIDO,2013,ANUAL,MONTEVIDEO Nº 23,https://www.ces.edu.uy/index.php/plan-2013,
1201023,3010295,1,,MATUTINO EXTENDIDO,2013,SEMESTRAL,MONTEVIDEO Nº 23,https://www.ces.edu.uy/index.php/plan-2013,
1201023,3010295,2,,MATUTINO EXTENDIDO,2013,ANUAL,MONTEVIDEO Nº 23,https://www.ces.edu.uy/index.php/plan-2013,
1201023,3010295,2,,MATUTINO EXTENDIDO,2013,SEMESTRAL,MONTEVIDEO Nº 23,https://www.ces.edu.uy/index.php/plan-2013,
1201023,3010295,3,,MATUTINO EXTENDIDO,2013,ANUAL,MONTEVIDEO Nº 23,https://www.ces.edu.uy/index.php/plan-2013,
1201023,3010295,3,,MATUTINO EXTENDIDO,2013,SEMESTRAL,MONTEVIDEO Nº 23,https://www.ces.edu.uy/index.php/plan-2013,
1201024,3010296,4,,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 23,https://www.ces.edu.uy/index.php/plan-1994,
1201024,3010296,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 23,https://www.ces.edu.uy/index.php/plan-1994,
1201024,3010296,5,BIOLÓGICO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-1994,
1201024,3010296,6,DERECHO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-1994,
1201024,3010296,6,MEDICINA,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-1994,
1201024,3010296,1,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201024,3010296,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201024,3010296,2,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201024,3010296,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201024,3010296,3,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201024,3010296,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201024,3010296,1,,NOCTURNO,2013,ANUAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-2013,
1201024,3010296,1,,NOCTURNO,2013,SEMESTRAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-2013,
1201024,3010296,2,,NOCTURNO,2013,ANUAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-2013,
1201024,3010296,2,,NOCTURNO,2013,SEMESTRAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-2013,
1201024,3010296,3,,NOCTURNO,2013,ANUAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-2013,
1201024,3010296,3,,NOCTURNO,2013,SEMESTRAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-2013,
1201025,3010297,4,,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-1994,
1201025,3010297,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 24,https://www.ces.edu.uy/index.php/plan-1994,
1201025,3010297,5,BIOLÓGICO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-1994,
1201025,3010297,5,CIENTÍFICO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-1994,
1201025,3010297,6,DERECHO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-1994,
1201025,3010297,6,ECONOMÍA,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-1994,
1201025,3010297,6,MEDICINA,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-1994,
1201025,3010297,6,INGENIERÍA,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-1994,
1201025,3010297,1,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201025,3010297,2,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201025,3010297,3,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201025,3010297,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201025,3010297,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201025,3010297,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201025,3010297,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201025,3010297,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201025,3010297,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201025,3010297,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201025,3010297,6,FÍSICO MATEMÁTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,4,,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,5,HUMANÍSTICO,NOCTURNO,1994,ANUAL,MONTEVIDEO Nº 25,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,5,BIOLÓGICO,NOCTURNO,1994,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,5,BIOLÓGICO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,5,CIENTÍFICO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,6,DERECHO,NOCTURNO,1994,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,6,DERECHO,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,6,ECONOMÍA,NOCTURNO,1994,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,6,MEDICINA,NOCTURNO,1994,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,6,MEDICINA,NOCTURNO,1994,SEMESTRAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,6,ARQUITECTURA,NOCTURNO,1994,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,6,INGENIERÍA,NOCTURNO,1994,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201026,3010298,4,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,5,DIV.CIENTÍFICA,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,5,DIV.ARTE Y EXPRESIÓN,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,6,SOCIAL ECONOMÍA,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,6,FÍSICO MATEMÁTICO,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,6,MATEMÁTICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201026,3010298,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201027,3010299,4,,MATUTINO,1994,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201027,3010299,4,,INTERMEDIO,1994,ANUAL,MONTEVIDEO Nº 26,https://www.ces.edu.uy/index.php/plan-1994,
1201027,3010299,4,,VESPERTINO,1994,ANUAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1994,
1201027,3010299,4,,MATUTINO,1994,SEMESTRAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1994,
1201027,3010299,4,,INTERMEDIO,1994,SEMESTRAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1994,
1201027,3010299,4,,VESPERTINO,1994,SEMESTRAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1994,
1201027,3010299,1,,MATUTINO,1996,ANUAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201027,3010299,1,,INTERMEDIO,1996,ANUAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201027,3010299,1,,VESPERTINO,1996,ANUAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201027,3010299,2,,MATUTINO,1996,ANUAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201027,3010299,2,,INTERMEDIO,1996,ANUAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201027,3010299,2,,VESPERTINO,1996,ANUAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201027,3010299,3,,MATUTINO,1996,ANUAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201027,3010299,3,,INTERMEDIO,1996,ANUAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201027,3010299,3,,VESPERTINO,1996,ANUAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-1996-ee,
1201028,3010301,4,,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201028,3010301,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 27,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201028,3010301,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 28,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201028,3010301,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 28,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201028,3010301,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 28,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201028,3010301,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,MONTEVIDEO Nº 28,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
