X,Y,RUEE,SUBSISTEMA,NOMBRE,DEPTO,DEPTO_TEX,LOCALIDAD,PARAJE,CALLE,N_PUERTA,TELEFONO,RULE_EST
-56.245754759738865,-34.844856878006524,1101245,CEIP,N° 245,1,MONTEVIDEO,MONTEVIDEO,NUEVO PARIS,CARLOS DE LA VEGA,5303,2309 35 36,2010178
-56.246285389138322,-34.845687411802253,1101337,CEIP,N° 337,1,MONTEVIDEO,MONTEVIDEO,NUEVO PARIS,YUGOESLAVIA,307,2309 89 48,2010119
-56.246407878534527,-34.84586277827664,1101177,CEIP,N° 177  CRISTOBAL COLON,1,MONTEVIDEO,MONTEVIDEO,NUEVO PARIS,YUGOESLAVIA,307,2309 89 48,2010119
-56.144031924923084,-34.846709369803214,1101113,CEIP,N° 113  ZELMAR MICHELINI,1,MONTEVIDEO,MONTEVIDEO,ITUZAINGO,BESARES,3520,2514 52 64,2010077
-56.137328466111242,-34.845637920225961,1101330,CEIP,N° 330,1,MONTEVIDEO,MONTEVIDEO,ITUZAINGO,CONT. JOSE M. GUERRA,S/N,2513 82 06,2010239
-56.161641755276428,-34.848283724075202,1101056,CEIP,N° 56  PEDRO A. MACCIO,1,MONTEVIDEO,MONTEVIDEO,LAS ACACIAS,MANUEL MELENDEZ,4410,2216 88 80,2010045
-56.186729426866002,-34.836646517422516,1101092,CEIP,N° 92  ARTURO CARBONELL Y MIGAL,1,MONTEVIDEO,MONTEVIDEO,PASO DE LAS DURANAS,JUAN MARÌA ABRIOT,S/N,2356 00 46,2010064
-56.198214112858651,-34.848010215529754,1101042,CEIP,N° 42  REPUBLICA DE BOLIVIA,1,MONTEVIDEO,MONTEVIDEO,PASO DE LAS DURANAS,BOLOCUA,4163,2359 60 61,2010034
-56.133630494220299,-34.850063934782895,1101288,CEIP,N° 288,1,MONTEVIDEO,MONTEVIDEO,FLOR DE MAROÑAS,JOSE BELLONI,3115,2513 24 40,2010210
-56.269786215128157,-34.849688684424557,1101324,CEIP,N° 324,1,MONTEVIDEO,MONTEVIDEO,LA PALOMA TOMKINSON,PRIMERA AL NORTE Y CALLE 3,S/N,2312 27 59,2010234
-56.241822140742073,-34.848979250599896,1101295,CEIP,N° 295,1,MONTEVIDEO,MONTEVIDEO,NUEVO PARIS,COTAGAITA,320,2305 62 31,2010215
-56.242824822164309,-34.852318288544282,1101148,CEIP,N° 148  REPUBLICA DE COREA,1,MONTEVIDEO,MONTEVIDEO,TRES OMBUES PBLO VICTORIA,AMEGHINO,4960,2309 55 36,2010098
-56.242824822164309,-34.852318288544282,1101276,CEIP,N° 276  MAESTRO CARLOS CHASSALE,1,MONTEVIDEO,MONTEVIDEO,TRES OMBUES PBLO VICTORIA,AMEGHINO,4960,2309 55 36,2010098
-56.225503583890543,-34.851725079585243,1101298,CEIP,N° 298,1,MONTEVIDEO,MONTEVIDEO,BELVEDERE,SANTA LUCIA,4430,2305 82 04,2010217
-56.225503583890543,-34.851725079585243,1101096,CEIP,N° 96  FRANCISCO ACUÑA DE FIGUEROA,1,MONTEVIDEO,MONTEVIDEO,BELVEDERE,SANTA LUCIA,4436,2309 25 55,2010068
-56.225503583890543,-34.851725079585243,1101115,CEIP,N° 115  FRANCISCO JOSE DEBALI,1,MONTEVIDEO,MONTEVIDEO,BELVEDERE,SANTA LUCIA,4436,2309 25 55,2010068
-56.11901383790633,-34.852959497779658,1101196,CEIP,N° 196  DEBORAH VITALE D'AMICO,1,MONTEVIDEO,MONTEVIDEO,FLOR DE MAROÑAS,RUBEN DARIO,3071,2514 75 49,2010115
-56.11901383790633,-34.852959497779658,1101173,CEIP,N° 173,1,MONTEVIDEO,MONTEVIDEO,FLOR DE MAROÑAS,RUBEN DARIO,3071,2514 75 49,2010115
-56.17007035303395,-34.853265434155333,1101007,CEIP,N° 7  ROSA MARINO,1,MONTEVIDEO,MONTEVIDEO,CERRITO,JUAN ARTEAGA,4066,2215 06 61,2010006
-56.17007035303395,-34.853265434155333,1101037,CEIP,N° 37  BRIGADIER GENERAL MANUEL ORIBE,1,MONTEVIDEO,MONTEVIDEO,CERRITO,JUAN ARTEAGA,4066,2215 06 61,2010006
-56.171126449004468,-34.853667374748866,1101053,CEIP,N° 53  GRAN BRETAÑA,1,MONTEVIDEO,MONTEVIDEO,CERRITO,LEON PEREZ,3725,2216 06 87,2010042
-56.129620038907966,-34.854146167417206,1101279,CEIP,N° 279,1,MONTEVIDEO,MONTEVIDEO,FLOR DE MAROÑAS,RICARDO PALMA,3375,2514 81 84,2010205
-56.13086926852295,-34.853881069727059,1101201,CEIP,N° 201  ESPAÑA,1,MONTEVIDEO,MONTEVIDEO,FLOR DE MAROÑAS,CAMINO MALDONADO,4981,2514 06 15,2010135
-56.194692035912027,-34.855231860342009,1101250,CEIP,N° 250  DR. EMILIO FRUGONI,1,MONTEVIDEO,MONTEVIDEO,AIRES PUROS,MATIAS ALVAREZ,S/N,2336 14 55,2010183
-56.194692035912027,-34.855231860342009,1101323,CEIP,N° 323  ITALIA,1,MONTEVIDEO,MONTEVIDEO,AIRES PUROS,MATIAS ALVAREZ,S/N,2336 25 45,2010183
-56.194692035912027,-34.855231860342009,1101257,CEIP,N° 257,1,MONTEVIDEO,MONTEVIDEO,AIRES PUROS,MATIAS ALVAREZ,S/N,2336 42 56,2010190
-56.183698872125866,-34.85517642707503,1101232,CEIP,N° 232,1,MONTEVIDEO,MONTEVIDEO,AIRES PUROS,BURGUES,3667,2203 33 41,2010165
-56.184335062348772,-34.855107080902073,1101101,CEIP,N° 101  CARMELO COLMAN,1,MONTEVIDEO,MONTEVIDEO,AIRES PUROS,IBIROCAHY,3618,2203 43 26,2010072
-56.184335062348772,-34.855107080902073,1101136,CEIP,N° 136  JUAN MONTALVO,1,MONTEVIDEO,MONTEVIDEO,AIRES PUROS,IBIROCAHY,3618,2203 43 26,2010072
-56.159296769829268,-34.855289710266852,1101137,CEIP,N° 137  GRUPO ESCOLAR MARIA NOYA,1,MONTEVIDEO,MONTEVIDEO,CASTRO CASTELLANOS,ING. JOSE SERRATO,3609,2215 24 76,2010065
-56.159296769829268,-34.855289710266852,1101093,CEIP,N° 93  GRUPO ESCOLAR MARIA NOYA,1,MONTEVIDEO,MONTEVIDEO,CASTRO CASTELLANOS,ING. JOSE SERRATO,3609,2215 24 76,2010065
-56.221012632838047,-34.856906344859226,1101023,CEIP,N° 23  TOMAS CLARAMUNT,1,MONTEVIDEO,MONTEVIDEO,BELVEDERE,AVDA. AGRACIADA,4235,2309 58 00,2010019
-56.196782885586323,-34.856988172688183,1101105,CEIP,N° 105  CARLOS VAZ FERREIRA,1,MONTEVIDEO,MONTEVIDEO,PRADO NUEVA SAVONA,AVDA. MILLAN,3823,2336 21 81,2010074
-56.128774872961252,-34.857820641160949,1101097,CEIP,N° 97  FEDERICO GARCIA LORCA,1,MONTEVIDEO,MONTEVIDEO,MAROÑAS PARQUE GUARANI,CHAYOS  ESQ. PIRINEOS,S/N,2511 90 94,2010069
-56.129320684384936,-34.857662313926724,1101049,CEIP,N° 49  REPUBLICA DE NICARAGUA,1,MONTEVIDEO,MONTEVIDEO,MAROÑAS PARQUE GUARANI,ANDRES LATORRE,4846,2514 83 27,2010038
-56.210220352606683,-34.857891327776009,1101079,CEIP,N° 79  DANIEL FERNANDEZ CRESPO,1,MONTEVIDEO,MONTEVIDEO,PRADO NUEVA SAVONA,CAMINO CASTRO,110,2309 56 48,2010059
-56.22680737092503,-34.857938628343582,1101294,CEIP,N° 294,1,MONTEVIDEO,MONTEVIDEO,BELVEDERE,MANUEL H. Y OBES,4315,2305 90 66,2010214
-56.249862482294127,-34.859041991702121,1101095,CEIP,N° 95  UNION EUROPEA,1,MONTEVIDEO,MONTEVIDEO,LA PALOMA TOMKINSON,DR. SANTIN C. ROSSI,S/N,2311 13 02,2010067
-56.139508109232423,-34.861788821390078,1101117,CEIP,N° 117  NACIONES UNIDAS,1,MONTEVIDEO,MONTEVIDEO,VILLA ESPAÑOLA,LABARDEN,4168,2508 55 24,2010079
-56.22219524816969,-34.861865067463825,1101316,CEIP,N° 316,1,MONTEVIDEO,MONTEVIDEO,LA TEJA,FRATERNIDAD,4082,2304 24 70,2010230
-56.229828607025006,-34.862048445563673,1101057,CEIP,N° 57  JUAN MANUEL DE VEDIA,1,MONTEVIDEO,MONTEVIDEO,LA TEJA,RUPERTO PEREZ MARTINEZ,540,2309 42 66,2010046
-56.22982862736739,-34.86205295257006,1101103,CEIP,N° 103,1,MONTEVIDEO,MONTEVIDEO,LA TEJA,RUPERTO PEREZ MARTINEZ,540,2309 42 66,2010046
-56.217000649369346,-34.862231039391446,1101026,CEIP,N° 26  PAISES BAJOS,1,MONTEVIDEO,MONTEVIDEO,LA TEJA,VICENTE BASAGOITI,3921,2309 67 85,2010021
-56.217000649369346,-34.862231039391446,1101025,CEIP,N° 25  RUY BARBOSA,1,MONTEVIDEO,MONTEVIDEO,LA TEJA,VICENTE BASAGOITI,3921,2309 67 85,2010021
-56.226344422524619,-34.862498188806747,1101174,CEIP,N° 174  CANADA,1,MONTEVIDEO,MONTEVIDEO,LA TEJA,PEDRO C. BAUZA,4178,2308 51 46,2010116
-56.14889052326123,-34.863435658278206,1101215,CEIP,N° 215  GABRIELA MISTRAL,1,MONTEVIDEO,MONTEVIDEO,VILLA ESPAÑOLA,JUAN RAMON JIMENEZ,3789,2508 62 00,2010148
-56.108997216238414,-34.867048447103144,1101228,CEIP,N° 228,1,MONTEVIDEO,MONTEVIDEO,LAS CANTERAS,RAVIGNANI. AL FONDO,2672,2525 35 92,2010161
-56.235582326791182,-34.864094263346622,1101058,CEIP,N° 58  REPUBLICA DE SUDAFRICA,1,MONTEVIDEO,MONTEVIDEO,TRES OMBUES PBLO VICTORIA,LAURELES,772,2309 53 11,2010047
-56.235582326791182,-34.864094263346622,1101112,CEIP,N° 112,1,MONTEVIDEO,MONTEVIDEO,TRES OMBUES PBLO VICTORIA,LAURELES,772,2304 66 47,2010047
-56.259462529876899,-34.864432613477739,1101126,CEIP,N° 126,1,MONTEVIDEO,MONTEVIDEO,LA PALOMA TOMKINSON,RAMON ALVAREZ,4803,2311 13 17,2010084
-56.182063390270642,-34.864835954985764,1101068,CEIP,N° 68  ESTADO DE ISRAEL,1,MONTEVIDEO,MONTEVIDEO,BRAZO ORIENTAL,CARABELAS,3279,2209 88 52,2010056
-56.149219161009739,-34.865398776284678,1101089,CEIP,N° 89  IBIRAY,1,MONTEVIDEO,MONTEVIDEO,VILLA ESPAÑOLA,ALGARROBO,3719,2508 40 64,2010062
-56.193013393350107,-34.8651457611968,1101036,CEIP,N° 36  BELGICA,1,MONTEVIDEO,MONTEVIDEO,PRADO NUEVA SAVONA,AVDA. MILLAN,3399,2203 34 29,2010029
-56.110366904929968,-34.864399120780462,1101255,CEIP,N° 255,1,MONTEVIDEO,MONTEVIDEO,LAS CANTERAS,EMILIO RAVIGNANI,2672,2525 36 34,2010188
-56.203875852263842,-34.866092871565165,1101163,CEIP,N° 163  GALICIA,1,MONTEVIDEO,MONTEVIDEO,PRADO NUEVA SAVONA,19 DE ABRIL,3443,2336 68 56,2010111
-56.201477086300876,-34.86702946395981,1101014,CEIP,N° 14  JOSE DE SAN MARTIN,1,MONTEVIDEO,MONTEVIDEO,PRADO NUEVA SAVONA,ADOLFO BERRO,1109,2336 25 38,2010012
-56.201477086300876,-34.86702946395981,1101027,CEIP,N° 27  DR. EDUARDO ACEVEDO,1,MONTEVIDEO,MONTEVIDEO,PRADO NUEVA SAVONA,ADOLFO BERRO,1109,2336 25 38,2010012
-56.237918152628417,-34.867260786115921,1101009,CEIP,N° 9  DR. AURELIANO RODRIGUEZ LARRETA,1,MONTEVIDEO,MONTEVIDEO,TRES OMBUES PBLO VICTORIA,CARLOS MARIA RAMIREZ,1000,2308 38 32,2010008
-56.131665130267834,-34.868617157029838,1101344,CEIP,N° 344  REPUBLICA BOLIVARIANA DE VENEZUELA,1,MONTEVIDEO,MONTEVIDEO,MAROÑAS PARQUE GUARANI,20 DE FEBRERO,2522,2508 59 88,2010030
-56.131665130267834,-34.868617157029838,1101038,CEIP,N° 38  HORACIO DURA,1,MONTEVIDEO,MONTEVIDEO,MAROÑAS PARQUE GUARANI,20 DE FEBRERO,2522,2508 59 88,2010030
-56.168743205071046,-34.86814487488536,1101156,CEIP,N° 156  ARMENIA,1,MONTEVIDEO,MONTEVIDEO,MERCADO MODELO Y BOLIVAR,AVDA. LUIS A. DE HERRERA,3406,2200 11 69,2010075
-56.168743205071046,-34.86814487488536,1101109,CEIP,N° 109  FLORENCIO SANCHEZ,1,MONTEVIDEO,MONTEVIDEO,MERCADO MODELO Y BOLIVAR,AVDA. LUIS A. DE HERRERA,3406,2200 11 69,2010075
-56.230576195856635,-34.869193478798508,1101170,CEIP,N° 170,1,MONTEVIDEO,MONTEVIDEO,LA TEJA,EMILIO ROMERO,844,2308 10 27,2010114
-56.119027437566899,-34.869705986639048,1101160,CEIP,N° 160  DR. LUIS MORQUIO,1,MONTEVIDEO,MONTEVIDEO,MAROÑAS PARQUE GUARANI,ISIDORO LARRAYA,4649,2522 06 32,2010109
-56.119027437566899,-34.869705986639048,1101192,CEIP,N° 192  JOAQUIN TORRES GARCIA,1,MONTEVIDEO,MONTEVIDEO,MAROÑAS PARQUE GUARANI,ISIDORO LARRAYA,4649,2525 82 84,2010109
-56.329471947120219,-34.870598876022761,1101190,CEIP,N° 190  AUSTRALIA,1,MONTEVIDEO,MONTEVIDEO,CASABO PAJAS BLANCAS,ALDAMA Y ORTEGA,5555,2312 00 14,2010128
-56.106693026324152,-34.870574338493562,1101063,CEIP,N° 63  LUIS CINCINATO BOLLO,1,MONTEVIDEO,MONTEVIDEO,LAS CANTERAS,CAMINO CARRASCO,5116,2525 14 10,2010052
-56.270492842248565,-34.872420866609424,1101246,CEIP,N° 246,1,MONTEVIDEO,MONTEVIDEO,LA PALOMA TOMKINSON,SAN FUENTES,2600,2311 21 10,2010179
-56.175969593370354,-34.871759566761526,1101090,CEIP,N° 90  PEDRO FIGARI,1,MONTEVIDEO,MONTEVIDEO,JACINTO VERA,GRAL. FLORES,3013,2200 02 55,2010063
-56.175893029625996,-34.871671965002378,1101301,CEIP,N° 301,1,MONTEVIDEO,MONTEVIDEO,JACINTO VERA,GRAL. FLORES,3021,2209 19 69,2010220
-56.213616229275445,-34.871772990797851,1101047,CEIP,N° 47  WASHINGTON BELTRAN - ROMILDO RISSO,1,MONTEVIDEO,MONTEVIDEO,CAPURRO BELLA VISTA,JUAN M. GUTIERREZ,3475,2307 24 91,2010037
-56.257539049936611,-34.87190489466078,1101271,CEIP,N° 271  ANA FRANK,1,MONTEVIDEO,MONTEVIDEO,LA PALOMA TOMKINSON,STA. CRUZ DE LA SIERRA ESQ. VIZCAYA,S/N,2315 50 94,2010202
-56.213579896841622,-34.872390189884335,1101237,CEIP,N° 237,1,MONTEVIDEO,MONTEVIDEO,CAPURRO BELLA VISTA,JUAN MARIA GUTIERREZ,S/N,2308 65 68,2010170
-56.095180959393076,-34.874566122210638,1101300,CEIP,N° 300  FLORENCIA ROSAS,1,MONTEVIDEO,MONTEVIDEO,LAS CANTERAS,BOLIVIA,2551,2522 04 23,2010219
-56.170431412144509,-34.873340750054744,1101011,CEIP,N° 11  ABRAHAM LINCOLN,1,MONTEVIDEO,MONTEVIDEO,JACINTO VERA,GUSTAVO GALLINAL,2130,2203 60 14,2010010
