X,Y,RUEE,SUBSISTEMA,NOMBRE,DEPTO,DEPTO_TEX,LOCALIDAD,PARAJE,CALLE,N_PUERTA,TELEFONO,RULE_EST
-57.901349118387486,-31.388614334561442,1115014,CEIP,N° 14,15,SALTO,SALTO,ARTIGAS,INSTRUCCIONES DEL AÑO XIII,S/N,47378931,2150014
-57.985747397116967,-31.400749631523382,1115011,CEIP,N° 11  VICTOR R. LIMA,15,SALTO,SALTO,SALADERO,JUAN ETCHEVERRY,1670,47322837,2150011
-57.970124365213287,-31.401726233762844,1115095,CEIP,N° 95  CLEMENTE ESTABLE,15,SALTO,SALTO,SALTO,ORESTES LANZA,676,47323074,2150081
-57.953047274148709,-31.400170570401649,1115009,CEIP,N° 9,15,SALTO,SALTO,CEIBAL,MORQUIO Y CUAREIM,997,47334552,2150009
-57.953594026975843,-31.400672548029593,1115124,CEIP,N° 124,15,SALTO,SALTO,CEIBAL,DR. MORQUIO,1024,47325547,2150104
-57.883320402788627,-31.316980667679928,1115091,CEIP,N° 91  PORTUGAL,15,SALTO,ZONA RURAL (Seleccionar Paraje),SAN LORENZO,"RUTA NERI CAMPOS TEXEIRA KM. 4,500",S/N,47302301,2150078
-57.934054712704238,-31.36413908106152,1115012,CEIP,N° 12  FELICIANO VIERA,15,SALTO,SALTO,HIPODROMO,AVENIDA RODO,S/N,47379444,2150012
-57.971811122706683,-31.370640236374612,1115111,CEIP,N° 111,15,SALTO,SALTO,CERRO NOROESTE AYUI,CHILE Y REPUBLICA ITALIANA,S/N,47330155,2150095
-57.916569091083026,-31.388577152626077,1115114,CEIP,N° 114,15,SALTO,SALTO,BURTON,LUIS MENONI ESQ. M. ELIZAINCIN,S/N,47378739,2150098
-57.928531564483244,-31.378545818790659,1115127,CEIP,N° 127,15,SALTO,SALTO,CABALLERO,AVDA. GAUTRON Y CALLE 8,S/N,47379353,2150106
-57.932671339187451,-31.383107813729548,1115131,CEIP,N° 131,15,SALTO,SALTO,LA AMARILLA,GABOTO,3160,47378995,2150109
-57.942411182381719,-31.385450361810797,1115119,CEIP,N° 119,15,SALTO,SALTO,SALTO,AVENIDA BATLLE Y ORDOÑEZ,2420,47321428,2150008
-57.965924476342423,-31.385552508353761,1115116,CEIP,N° 116,15,SALTO,SALTO,SALTO,19 DE ABRIL,732,47332074 - 47329275,2150100
-57.952588740783064,-31.384900182714386,1115105,CEIP,N° 105,15,SALTO,SALTO,ZONA ESTE,8 DE OCTUBRE,1698,47327372,2150089
-57.952652835227497,-31.38517190993279,1115115,CEIP,N° 115,15,SALTO,SALTO,SALTO,AGRACIADA Y BILBAO,S/N,47326783,2150099
-57.952760765087575,-31.38820433335113,1115002,CEIP,N° 2  ETELVINA MIGLIARO,15,SALTO,SALTO,ZONA ESTE,DR. EMILIO BILBAO,48,47333934,2150002
-57.952760765087575,-31.38820433335113,1115121,CEIP,N° 121,15,SALTO,SALTO,ZONA ESTE,DR. EMILIO BILBAO,48,47324020,2150002
-57.96695528804306,-31.400395977889783,1115130,CEIP,N° 130,15,SALTO,SALTO,SALTO NUEVO,DIAGONAL CAMILO R. WILLIAMS,S/N,47323467,2150108
-57.980925017304379,-31.407763639622793,1115092,CEIP,N° 92  MARTIN ELIZAINCIN,15,SALTO,SALTO,HORACIO QUIROGA,MAROSA DI GIORGIO MEDICI,S/N,47322261,2150079
-57.961301184708333,-31.386653026921302,1115003,CEIP,N° 3  JOSE PEDRO VARELA,15,SALTO,SALTO,SALTO,BRASIL Y VIERA,S/N,47332027,2150003
-57.95782770469539,-31.373496308403379,1115078,CEIP,N° 78  HORACIO QUIROGA,15,SALTO,SALTO,INDEPENDENCIA,SILVESTRE BLANCO,1194,47332997,2150069
-57.779933148297914,-30.788415892326604,1115006,CEIP,N° 6,15,SALTO,BELEN,BELEN,DR. ALVAREZ SANCHEZ Y 18 DE JULIO,S/N,47662066,2150006
-57.85641156539242,-31.063882366439646,1115007,CEIP,N° 7,15,SALTO,CONSTITUCION,CONSTITUCION,33 ORIENTALES Y G. OXANDABARAT,S/N,47642144,2150007
-57.849103027681316,-31.06703859367974,1115100,CEIP,N° 100,15,SALTO,CONSTITUCION,CONSTITUCION,AVDAS. D. PEREZ Y GRAL.ARTIGAS,980,47642244,2150085
-57.814038638776523,-31.382810993725151,1115089,CEIP,N° 89,15,SALTO,ALBISU,ALBISU,RUTA 31 - KM. 12,S/N,47302276,2150077
-57.123109285489477,-31.27796808371323,1115033,CEIP,N° 33,15,SALTO,BIASSINI,BIASSINI,CAMINO ACCESO A RUTA 4 KM 83.500,S/N,47304874,2150032
-56.216441574775153,-30.988233200568249,1115050,CEIP,N° 50  BERNARDINO CORREA PAIVA,15,SALTO,SARANDI DE ARAPEY,SARANDI DE ARAPEY,FICTO,215,47704212,2150046
-57.609020106595395,-31.081031741295416,1115022,CEIP,N° 22,15,SALTO,PALOMAS,PALOMAS,,S/N,47604487,2150022
-57.523615690544617,-31.106565968318613,1115032,CEIP,N° 32,15,SALTO,SAUCEDO,SAUCEDO,RUTA 3 KM. 525,S/N,47604486,2150031
-57.033836708298537,-31.075216363589487,1115019,CEIP,N° 19  GRAL. JUAN A. LAVALLEJA,15,SALTO,ZONA RURAL (Seleccionar Paraje),PUEBLO LAS FLORES - COLONIA LAVALLEJA,,S/N,47304274,2150019
-57.023925152790071,-31.09585698835804,1115018,CEIP,N° 18,15,SALTO,MIGLIARO,MIGLIARO,AVENIDA LAVALLEJA,S/N,47304988/47304433,2150018
-57.064663304792148,-31.103979350310695,1115017,CEIP,N° 17,15,SALTO,LLUVERAS,LLUVERAS,,S/N,47304273,2150017
-57.118893050719727,-31.314270653599177,1115043,CEIP,N° 43,15,SALTO,CELESTE,CELESTE,RUTA 31 - KM. 84.500,S/N,47304263,2150040
-57.823984944994173,-31.339852279795071,1115045,CEIP,N° 45  DIONISIO DIAZ,15,SALTO,GARIBALDI,GARIBALDI,CAMINO VECINAL GARIBALDI,S/N,47302758/099688815,2150042
-57.52734650174866,-30.94546631852603,1115058,CEIP,N° 58,15,SALTO,TERMAS DEL ARAPEY,TERMAS DEL ARAPEY,CAMINO RAÚL GAUDÍN(ACCESO A TERMAS). KM 19,S/N,47682097,2150051
-57.521810978888098,-31.500702783646432,1115030,CEIP,N° 30,15,SALTO,LAURELES,LAURELES,JONES,19,47302317,2150029
-57.134814443681812,-31.501576131048132,1115054,CEIP,N° 54,15,SALTO,PUNTAS DE VALENTIN,PUNTAS DE VALENTIN,CAMINO ACC. CUCHILLA DE SALTO,61,47304357,2150048
-57.19619492712102,-31.281449100672443,1115023,CEIP,N° 23,15,SALTO,RINCON DE VALENTIN,RINCON DE VALENTIN,RUTA 31 - KM. 75,S/N,47304241,2150023
-57.770082834466294,-31.358649677959406,1115015,CEIP,N° 15  PEDRO AMBROSONI,15,SALTO,SAN ANTONIO,SAN ANTONIO,,S/N,47302391,2150015
-57.91274089101978,-31.450770545063818,1115034,CEIP,N° 34,15,SALTO,TERMAS DEL DAYMAN,TERMAS DEL DAYMAN,RUTA 3 KM. 479,S/N,47369739,2150033
-58.049827763444483,-31.47122282485126,1115024,CEIP,N° 24,15,SALTO,ZONA RURAL (Seleccionar Paraje),COLONIA CORRALITO,FRANCISCO LOMBARDO,S/N,47302866,2150024
-57.978793032589714,-31.446477940872114,1115035,CEIP,N° 35,15,SALTO,ZONA RURAL (Seleccionar Paraje),NUEVA HESPERIDES,AVDA. SOLARI - KM. 7,S/N,47302307,2150034
-57.937719604512367,-31.441468868676186,1115093,CEIP,N° 93,15,SALTO,ZONA RURAL (Seleccionar Paraje),COLONIA EL CHIRCAL,RUTA 3 KM. 480. CAMINO VECINAL EL CHIRCAL,S/N,47302153,2150080
-57.795614383759727,-31.429505597034208,1115066,CEIP,N° 66,15,SALTO,ZONA RURAL (Seleccionar Paraje),TROPIEZO,31,10,47302982,2150058
-57.715407060529493,-31.391147322595494,1115060,CEIP,N° 60,15,SALTO,ZONA RURAL (Seleccionar Paraje),AGRONOMIA,RUTA 31 - KM. 21.500,S/N,47302927,2150053
-57.874631047424835,-31.356963306057523,1115031,CEIP,N° 31,15,SALTO,COLONIA 18 DE JULIO,COLONIA 18 DE JULIO,RUTA 3 GRAL ARTIGAS KM 405,S/N,47302431,2150030
-57.782574058979371,-31.312881444556048,1115069,CEIP,N° 69  PASCUAL HARRIAGUE,15,SALTO,ZONA RURAL (Seleccionar Paraje),COLONIA HARRIAGUE,COLONIA HARRIAGUE RUTA3 KM 499,S/N,47302985,2150061
-57.720304521614167,-31.320869566673238,1115085,CEIP,N° 85,15,SALTO,ZONA RURAL (Seleccionar Paraje),SAN ANTONIO - COLONIA EL CHARRUA,"CAMINO VECINAL,COLONIA EL CHARRÚA-",28,47302808,2150074
-57.772438539448515,-31.134934421966019,1115068,CEIP,N° 68,15,SALTO,ZONA RURAL (Seleccionar Paraje),ZANJA HONDA,ZANJA HONDA DE ITAPEBÌ,S/N,47604017,2150060
-57.396596368066504,-31.341584866213637,1115021,CEIP,N° 21,15,SALTO,ZONA RURAL (Seleccionar Paraje),COLONIA ITAPEBI,RUTA 31 - KM. 54,S/N,47302486,2150021
-57.110545326435783,-31.641326906073541,1115086,CEIP,N° 86,15,SALTO,ZONA RURAL (Seleccionar Paraje),CUCHILLA DEL DAYMAN,RUTA JONES KM 100,S/N,99077373,2150075
-56.876977738907023,-31.126451777484991,1115067,CEIP,N° 67,15,SALTO,OLIVERA,OLIVERA,CAMINO A GUAVIYU. RUTA 4,S/N,47304872,2150059
-56.771685701786147,-31.242880706739413,1115062,CEIP,N° 62,15,SALTO,CAYETANO,CAYETANO,RUTA 31 - KM. 130,S/N,47304863,2150055
-56.844970095986469,-31.261513375950084,1115075,CEIP,N° 75,15,SALTO,ZONA RURAL (Seleccionar Paraje),CASA MUGUERZA,RUTA 31 - KM. 105,S/N,47304222,2150067
-56.600130229026888,-31.194099996962478,1115072,CEIP,N° 72,15,SALTO,ZONA RURAL (Seleccionar Paraje),PASO DE LA HERRERIA,RUTA 31 KM. 107,S/N,47304871,2150064
-56.685855695906355,-31.089942003729213,1115049,CEIP,N° 49,15,SALTO,GUAVIYU DE ARAPEY,GUAVIYU DE ARAPEY,RUTA Nº 4 CAMINO A GUAVIYÙ DE ARAPEY,S/N,47704004,2150045
-56.836782207733243,-31.44389527187306,1115027,CEIP,N° 27,15,SALTO,ZONA RURAL (Seleccionar Paraje),PASO DEL POTRERO,PASO DEL POTRERO DE ARERUNGUA. RUTA 31,S/N,47304873,2150027
-56.742132660411315,-31.40211934366814,1115044,CEIP,N° 44,15,SALTO,PASO CEMENTERIO,PASO CEMENTERIO,RUTA 31 KM. 126,S/N,47304490,2150041
-56.814048598910979,-31.604768855245528,1115025,CEIP,N° 25  MELCHORA CUENCA,15,SALTO,CERROS DE VERA,CERROS DE VERA,RUTA FICTICA,170,47304233,2150025
-56.615638097841931,-31.658680432297068,1115038,CEIP,N° 38  IRINEO LEGUIZAMO,15,SALTO,PASO DE LAS PIEDRAS DE ARERUNGUA,PASO DE LAS PIEDRAS DE ARERUNGUA,RUTA 31 - CAMINO FICTICIO KM. 159,S/N,47304349,2150037
-56.605411254126956,-31.526515936994464,1115073,CEIP,N° 73,15,SALTO,ZONA RURAL (Seleccionar Paraje),CARUMBE,RUTA 31 - KM. 145,S/N,98843198,2150065
-56.612116377151253,-31.339916808449956,1115047,CEIP,N° 47  JUANA DE IBARBOUROU,15,SALTO,ZONA RURAL (Seleccionar Paraje),CERRO CHATO,CAMINO A PUEBLO QUINTANA,S/N,47304402,2150043
-56.394913315878583,-31.350670016796915,1115020,CEIP,N° 20,15,SALTO,QUINTANA,QUINTANA,,S/N,46302796,2150020
-56.637433554730059,-31.038733623550499,1115052,CEIP,N° 52  AGUSTIN FERREIRO,15,SALTO,CUCHILLA DE GUAVIYU,CUCHILLA DE GUAVIYU,RUTA 4,114,47304255,2150047
-57.044836653590082,-31.778600468564441,1115057,CEIP,N° 57  CNEL. SANTIAGO ARTIGAS,15,SALTO,PASO DEL PARQUE,PASO DEL PARQUE,JONES,122,47304491,2150050
-56.896899437326262,-31.671641126424177,1115104,CEIP,N° 104,15,SALTO,ZONA RURAL (Seleccionar Paraje),PUNTAS DE CAÑAS,,S/N,47304175,2150088
-57.798290194780193,-31.376631444159937,1115016,CEIP,N° 16  REPUBLICA DE ARMENIA,15,SALTO,ZONA RURAL (Seleccionar Paraje),PARADA HERRERIA,RUTA 31 KM 13 500,S/N,47302406,2150016
-56.925785034275158,-31.487082317677856,1115063,CEIP,N° 63,15,SALTO,ZONA RURAL (Seleccionar Paraje),BOQUERON DE CAÑAS,RUTA FICTICIA 120,S/N,47304359,2150056
-57.951770196182466,-31.315210786327981,1115026,CEIP,N° 26,15,SALTO,ZONA RURAL (Seleccionar Paraje),COLONIA OSIMANI Y LLERENA,SATURNINO RIBES,S/N,47302991,2150026
-57.567895792583748,-31.546606966532114,1115036,CEIP,N° 36,15,SALTO,ZONA RURAL (Seleccionar Paraje),SAUCE CHICO,CAMINO VECINAL,S/N,47302779,2150035
-57.797363173218336,-31.079010618363451,1115048,CEIP,N° 48  MARIA INES FORTEZA,15,SALTO,ZONA RURAL (Seleccionar Paraje),CONSTITUCION,ACCESO A VILLA A CONSTITUCIÓN,S/N,47642035,2150044
-57.871160987104616,-31.38211032093799,1115056,CEIP,N° 56,15,SALTO,ZONA RURAL (Seleccionar Paraje),TROPEZON,RUTA 31 - KM. 6.500,S/N,47302420,2150049
-56.381657904496961,-31.45595486478728,1115059,CEIP,N° 59,15,SALTO,ZONA RURAL (Seleccionar Paraje),PEPE NUÑEZ,"RUTA 31 KM KM160 ,Y CAMINO VECINAL",S/N,98688843,2150052
-56.485210565843602,-31.26157893099845,1115061,CEIP,N° 61,15,SALTO,ZONA RURAL (Seleccionar Paraje),ZANJA DEL TIGRE,,S/N,47704203,2150054
-56.424443323093726,-31.501223057488598,1115071,CEIP,N° 71,15,SALTO,SOPAS,SOPAS - CORRAL DE PIEDRAS,,S/N,99043955,2150063
-57.761137200607813,-30.771830685529164,1115074,CEIP,N° 74,15,SALTO,BELEN,CHACRAS DE BELEN,EX-RUTA 3 - KM. 571,S/N,47606015,2150066
-57.613977598777041,-31.560626836383339,1115080,CEIP,N° 80  EVARISTO ALVAREZ,15,SALTO,CAMPO DE TODOS,CAMPO DE TODOS,,S/N,47302600,2150070
-57.454786440188315,-31.22197520548367,1115083,CEIP,N° 83,15,SALTO,ZONA RURAL (Seleccionar Paraje),COLONIA ANTONIO RUBIO,RUTA 31 KM 42,S/N,47302410,2150072
-56.056685753647336,-31.156896675574508,1115084,CEIP,N° 84,15,SALTO,ZONA RURAL (Seleccionar Paraje),COLONIA APARICIO SARAVIA,,S/N,46506080,2150073
-56.958717557674966,-31.104908309753679,1115106,CEIP,N° 106,15,SALTO,ZONA RURAL (Seleccionar Paraje),PUEBLO FERREIRA,"RUTA 4 KM. 108,500",S/N,47304945,2150090
-57.605230377446119,-31.448911121366084,1115108,CEIP,N° 108,15,SALTO,ZONA RURAL (Seleccionar Paraje),PASO  FIALHO,RUTA JONES KM.9,S/N,47302270,2150092
-57.836159467427834,-31.311496208627961,1115109,CEIP,N° 109,15,SALTO,ZONA RURAL (Seleccionar Paraje),COLONIA GESTIDO,RUTA 3 KM. 497,S/N,47302373,2150093
-57.470987395938359,-31.288778642796121,1115113,CEIP,N° 113,15,SALTO,ZONA RURAL (Seleccionar Paraje),COLONIA A. RUBIO,RUTA 31 KM. 42,S/N,47302729,2150097
-58.13963188012444,-32.42272646368756,1111009,CEIP,N° 9,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),COLONIA PAYSANDU,CAMINO A CASA BLANCA AL SUR 12 KM.,S/N,47202374,2110008
-58.096741773298461,-32.34931876483877,1111025,CEIP,N° 25,11,PAYSANDU,PAYSANDU,SAN FELIX,CNO. DPTAL. A CASA BLANCA,S/N,47228535,2110024
-57.976123502175206,-32.520806191662899,1111066,CEIP,N° 66,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),COLONIA LA PAZ,RUTA 24. KM 86.500,S/N,47202566,2110065
-57.818379052165056,-32.311336447661418,1111047,CEIP,N° 47,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),COLONIA 19 DE ABRIL,"RUTA 90 KM. 31,500 (CNO. VECINAL)",S/N,47202832,2110046
-57.726441654003793,-32.352722288679168,1111043,CEIP,N° 43  PEDRO JACOBO ETCHAMENDI,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),PARADA KM 444,RUTA 90 KM 37.500,S/N,47407075,2110042
-57.516693589069682,-32.384650661996425,1111032,CEIP,N° 32,11,PAYSANDU,ORGOROSO,ORGOROSO,RUTA 90 - KM. 57.500,S/N,47402460,2110031
-58.006486134795153,-32.205449217692198,1111035,CEIP,N° 35,11,PAYSANDU,CONSTANCIA,CONSTANCIA,RUTA 3 - KM. 383,S/N,47202337,2110034
-57.918671505868723,-32.077460066371465,1111048,CEIP,N° 48,11,PAYSANDU,LORENZO GEYRES,LORENZO GEYRES,TACUABE,S/N,47504000,3110047
-58.094169541272656,-32.075971315859597,1111044,CEIP,N° 44,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),COLONIA LAS DELICIAS,RUTA 3 KM. 406 CAMINO VECINAL,S/N,47504381,2110043
-57.848249729837619,-32.029397315033798,1111078,CEIP,N° 78,11,PAYSANDU,QUEGUAYAR,QUEGUAYAR,RUTA 3 - KM. 410,S/N,47504354,2110076
-58.101098212317233,-31.929475546885158,1111030,CEIP,N° 30,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),ESTACION QUEBRACHO - ARROYO MALO,CAMINO VECINAL-A.MALO,S/N,47504248,2110029
-58.056326923320484,-31.888854268660893,1111074,CEIP,N° 74,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),QUEBRACHO - COLONIA DR.H. ROS DE OGER,CAMINO ROS DE OGER,S/N,47504327,2110072
-57.959551140372078,-31.915722924409497,1111065,CEIP,N° 65,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),COLONIA ROS DE OGER,RUTA 3,S/N,47504706,2110064
-58.000388825138792,-31.95262981308743,1111053,CEIP,N° 53,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),ARROYO MALO,CAMINO LA PALMA,S/N,47504284,2110052
-58.076466607127124,-32.299438236567504,1111057,CEIP,N° 57,11,PAYSANDU,PAYSANDU,PAYSANDU - LA CURTIEMBRE,VIZCONDE DE MAUA,1937,47225434,2110056
-57.88844287722025,-31.839047309997568,1111067,CEIP,N° 67,11,PAYSANDU,TERMAS DE GUAVIYU,PARADA RIVAS,RUTA 3 - KM. 432,S/N,47552062,2110066
-57.738181604194367,-31.899588263303283,1111022,CEIP,N° 22,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),PALMAR DE QUEBRACHO,CAMINO CUCHILLA SAN JOSE. RUTA 3,S/N,47504355,2110021
-57.74473921733297,-31.834782262895473,1111070,CEIP,N° 70,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),COLONIA SANTA KILDA,RUTA 3 KM 422,S/N,47504160,2110068
-57.795414684878892,-31.755923959132225,1111068,CEIP,N° 68,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),SANTA BLANCA - COLONIA SANTA BLANCA,RUTA 3 - KM. 441,S/N,47504712,2110067
-57.458413657847686,-31.856360786404579,1111080,CEIP,N° 80,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),TRES BOCAS,RUTA 26 - KM. 68.500,S/N,47504329,2110078
-57.740226562725795,-31.650773038920281,1111038,CEIP,N° 38,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),BELLA VISTA,CAMINO DE LOS MÉDANOS,S/N,47504544,2110037
-57.817967721307312,-31.529958397831461,1111079,CEIP,N° 79,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),SAN MAURICIO,RUTA 3 - KM. 377,S/N,47302330,2110077
-57.908629514373523,-31.531690766318832,1111072,CEIP,N° 72,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),PARADA DAYMAN,RUTA 3 - KM. 468,S/N,47302252,2110070
-57.139165512159032,-31.870041949843621,1111084,CEIP,N° 84,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),MOLLES GRANDES,RUTA 26 - KM. 112,S/N,47402337,2110081
-57.252969565822511,-31.894687629204785,1111052,CEIP,N° 52,11,PAYSANDU,EL EUCALIPTO,EL EUCALIPTO,RUTA 26 - KM. 100,S/N,47504574,2110051
-57.316093873505714,-31.931387333589761,1111018,CEIP,N° 18,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),PUNTAS DE GUALEGUAY,RUTA 26 - KM. 93.500,S/N,47504576,2110017
-57.370319175204706,-31.889999969946334,1111034,CEIP,N° 34  JUAN MANUEL BLANES,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),PUNTAS DE BURICAYUPI,RUTA 26 KM. 92.500,S/N,47504308,2110033
-57.191601339886894,-31.954452904104549,1111085,CEIP,N° 85  JUAN CARLOS HENDERSON,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),CAÑADA DEL PUEBLO,RUTA 26 - KM. 113,S/N,47402007,2110082
-57.416655403407809,-32.021862894759835,1111028,CEIP,N° 28,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),BARRA DE GUALEGUAY,RUTA 26 - KM. 81.500,S/N,47504382,2110027
-57.329751339473987,-32.152972075577829,1111056,CEIP,N° 56,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),COL. JUAN GUTIERREZ,RUTA 4 - KM. 402 Y CAM. VECINAL,S/N,47402535,2110055
-57.053100668998276,-32.316549591712167,1111010,CEIP,N° 10,11,PAYSANDU,BEISSO,BEISSO,CAMINO A RÍO QUEGUAY,S/N,47402606,2110009
-57.046677316468035,-32.329001826270151,1111017,CEIP,N° 17  JOSE MARIA FIRPO,11,PAYSANDU,PIÑERA,PIÑERA,JOSE PEDRO VARELA Y FOMENTO,S/N,47402309,2110016
-56.702944613737415,-32.377091134473972,1111060,CEIP,N° 60  DON LUIS IGNACIO,11,PAYSANDU,MORATO,MORATO,CNO. NACIONAL CUCHILLA DE HAEDO,S/N,47402415,2110059
-56.921063671355313,-32.091407804961385,1111081,CEIP,N° 81,11,PAYSANDU,CUCHILLA DE FUEGO,CUCHILLA DE FUEGO,CUCHILLA DEL FUEGO,S/N,47402275,2110079
-56.480333993748218,-32.225483360376344,1111020,CEIP,N° 20,11,PAYSANDU,ARBOLITO,ARBOLITO,CNO. VECINAL CUCH.DE HAEDO,S/N,47402303,2110019
-58.082126972304025,-32.316732990985791,1111008,CEIP,N° 8  JOHN F. KENNEDY,11,PAYSANDU,PAYSANDU,PAYSANDU,FLORIDA,1176,47223094,2110007
-58.078376777982804,-32.320267953375279,1111002,CEIP,N° 2  JOSE G. ARTIGAS,11,PAYSANDU,PAYSANDU,PAYSANDU,ITUZAINGO,1348,47223108,2110002
-58.086571049534051,-32.322415732895173,1111006,CEIP,N° 6  REPUBLICA DEL PARAGUAY,11,PAYSANDU,PAYSANDU,PAYSANDU,MONTEVIDEO Y ARTIGAS,659,47222660,2110005
-58.068815617113927,-32.316679254788824,1111042,CEIP,N° 42  JUANA DE IBARBOUROU,11,PAYSANDU,PAYSANDU,PAYSANDU,JOAQUIN SUAREZ Y CHARRUAS,S/N,47224703,2110041
-58.078916402893533,-32.327979754808773,1111026,CEIP,N° 26  DR. JUAN ZORRILLA DE SAN MARTIN,11,PAYSANDU,PAYSANDU,PAYSANDU,JOSE P. VARELA Y FCO. BICUDO,400,47224503,2110025
-58.077998979428507,-32.303022858609232,1111063,CEIP,N° 63,11,PAYSANDU,PAYSANDU,PAYSANDU,ZORRILLA Y ANDRESITO,S/N,47222928,2110062
-58.077624028090007,-32.302087783767206,1111103,CEIP,N° 103,11,PAYSANDU,PAYSANDU,PAYSANDU,ANDRESITO,1218,47225213,2110095
-58.063715011553199,-32.309149949692475,1111089,CEIP,N° 89  LAUREANO TACUABE,11,PAYSANDU,PAYSANDU,PAYSANDU,PROYECTADA N°26 Y ASENCIO,S/N,47225252,2110086
-58.059416834671637,-32.320552415132624,1111011,CEIP,N° 11  MIGUEL DE CERVANTES SAAVEDRA,11,PAYSANDU,PAYSANDU,PAYSANDU - OBRERO,DIAGONAL 300,2239,47225266,2110010
-58.095443486174318,-32.313417403565985,1111001,CEIP,N° 1  JOSE PEDRO VARELA,11,PAYSANDU,PAYSANDU,PAYSANDU - PUERTO,ZELMAR MICHELINI 1047 Y URUGUAY,1047,47222140,2110124
-58.029865327909121,-32.357451729146959,1111024,CEIP,N° 24,11,PAYSANDU,PAYSANDU,CHACRAS DE PAYSANDU - COSTA DE SACRA,CALLE 15 ENTRE H Y G,S/N,47242729,2110023
-57.951150294951702,-32.353450826719993,1111058,CEIP,N° 58,11,PAYSANDU,PAYSANDU,ESPERANZA,RUTA 90 - KM. 15,S/N,47202544,2110057
-58.093971521466138,-32.325013670063591,1111095,CEIP,N° 95  LUISA LUISI,11,PAYSANDU,PAYSANDU,PAYSANDU,AVDA. SORIANO Y LIBERTAD,710,47226063,2110092
-58.086613199173819,-32.304570971369095,1111107,CEIP,N° 107,11,PAYSANDU,PAYSANDU,PAYSANDU - ZONA INDUSTRIAL,LUIS BATLLE BERRES Y HORACIO MERIGGI,1550,47234376,2110032
-58.078916402893533,-32.327979754808773,1111099,CEIP,N° 99,11,PAYSANDU,PAYSANDU,PAYSANDU - SURESTE,JOSE P. VARELA Y FCO. BICUDO,400,47236026,2110025
-58.068815617113927,-32.316679254788824,1111100,CEIP,N° 100,11,PAYSANDU,PAYSANDU,PAYSANDU - SAN ANTONIO,JOAQUIN SUAREZ Y CHARRUAS,S/N,47224703,2110041
-58.063715011553199,-32.309149949692475,1111105,CEIP,N° 105,11,PAYSANDU,PAYSANDU,PAYSANDU,PROYECTADA N°26 Y ASENCIO,S/N,47225252,2110086
-58.086603747459968,-32.315654785625746,1111091,CEIP,N° 91,11,PAYSANDU,PAYSANDU,PAYSANDU,FLORIDA,969,47224657,2110088
-58.078114145269083,-32.303524652222265,1111088,CEIP,N° 88,11,PAYSANDU,PAYSANDU,PAYSANDU,INDUSTRIA Y Z. DE SAN MARTIN,S/N,47222886,2110085
-58.079361553650863,-32.291098651509472,1111087,CEIP,N° 87,11,PAYSANDU,PAYSANDU,NUEVO PAYSANDU - PURIFICACION 3,ANTONIO ESTEFANELL,1093,47233334,2110084
-58.068872716734901,-32.280500764038152,1111111,CEIP,N° 111,11,PAYSANDU,PAYSANDU,NUEVO PAYSANDU - BARRIO NORTE,ASUNCION Y VENEZUELA,S/N,47236040,2110100
-58.070265391538705,-32.326372401788539,1111112,CEIP,N° 112  ESTADO DE ISRAEL,11,PAYSANDU,PAYSANDU,PAYSANDU - SUR,JOAQUIN SUAREZ,579,47236174,2110101
-58.046851641438728,-32.323286946609308,1111093,CEIP,N° 93,11,PAYSANDU,PAYSANDU,CHACRAS DE PAYSANDU - EL TREBOL,"RUTA 90 KM. 5,500",S/N,47242977,2110090
-58.060244265542039,-32.332076572326905,1111071,CEIP,N° 71,11,PAYSANDU,PAYSANDU,PAYSANDU,ENRIQUE CHAPLIN,302,47231512,2110069
-58.054280289325625,-32.29567109915962,1111015,CEIP,N° 15,11,PAYSANDU,PAYSANDU,CHACRAS DE PAYSANDU,ENRIQUE CHAPLIN Y YAPEYU,S/N,47233312,2110014
-58.04568745751024,-32.27204165782868,1111007,CEIP,N° 7,11,PAYSANDU,PAYSANDU,NUEVO PAYSANDU,CALLE 112  Y 99,S/N,47202281,2110006
-57.477420798728396,-31.883937456466029,1111110,CEIP,N° 110,11,PAYSANDU,GALLINAL,GALLINAL,CAMINO A AZUCITRUS. RUTA 26,S/N,47504116,2110099
