Descripcion_Nivel,Descripcion_Tipo_Curso,Plan_Orientac,Cod_Corientac,Descripcion_Orientac,Tray,Año,Mod,Sem,Grupo,TurnoDescripcion,Sectores de Estudio,Modalidad,Telefono,Mail,DescTCurso,DescOrient,Ruee,Cod_Ecuela
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,929,TURISMO,,,,,,MATUTINO,,,2209 6850 - 2209 6479,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904929.htm,1301382,10382
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,929,TURISMO,,,,,,MATUTINO,,,2209 6850 - 2209 6479,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904929.htm,1301382,10382
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,008,ADMINISTRACION,,,,,,MATUTINO,,,2209 6850 - 2209 6479,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050%20Administraci%C3%B3n.htm,1301382,10382
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,008,ADMINISTRACION,,,,,,MATUTINO,,,2209 6850 - 2209 6479,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050%20Administraci%C3%B3n.htm,1301382,10382
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,008,ADMINISTRACION,,,,,,MATUTINO,,,2209 6850 - 2209 6479,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050%20Administraci%C3%B3n.htm,1301382,10382
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,00A,SECRETARIADO BILINGÜE - INGLES,,,,,,NOCTURNO,,,2209 6850 - 2209 6479,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a2010Nautica%20y%20pesca.htm,1301382,10382
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,00A,SECRETARIADO BILINGÜE - INGLES,,,,,,NOCTURNO,,,2209 6850 - 2209 6479,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a2010Nautica%20y%20pesca.htm,1301382,10382
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,1996,250,CORREDOR DE SEGUROS,,,,,,NOCTURNO,,,2209 6850 - 2209 6479,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/b/050b96250.htm,1301382,10382
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,1996,250,CORREDOR DE SEGUROS,,,,,,NOCTURNO,,,2209 6850 - 2209 6479,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/b/050b96250.htm,1301382,10382
CAPACITACIONES,CAPACITACIÓN PROFESIONAL INICIAL,2007,01A,ATENCION AL PUBLICO Y/O CLIENTE,,,,,,VESPERTINO,,,2209 6850 - 2209 6479,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/CPI.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/Atencion%20al%20publico%20y%20cliente.htm,1301382,10382
CAPACITACIONES,CAPACITACIÓN PROFESIONAL INICIAL,2007,45E,INTRODUCCION DISEÑO PAGINAS WEB,,,,,,VESPERTINO,,,2209 6850 - 2209 6479,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/CPI.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/Introduccion%20al%20dise%C3%B1o%20de%20paginas%20web.htm,1301382,10382
CAPACITACIONES,CAPACITACIÓN PROFESIONAL INICIAL,2007,667,OPERADOR INFORMATICO AVANZADO,,,,,,NOCTURNO,,,2209 6850 - 2209 6479,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/CPI.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/034/03498669.HTM,1301382,10382
CAPACITACIONES,CAPACITACIÓN PROFESIONAL INICIAL,1998,669,OPERADOR  INFORMATICO,,,,,,VESPERTINO,,,2209 6850 - 2209 6479,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/CPI.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/034/03498669.HTM,1301382,10382
CAPACITACIONES,CAPACITACIÓN PROFESIONAL INICIAL,2007,913,TAQUIGRAFIA SISTEMA CARISSIMI,,,,,,NOCTURNO,,,2209 6850 - 2209 6479,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/CPI.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/034/taquigrafia%20carissimi.htm,1301382,10382
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,07A,AUDIOVISUAL,,,,,,MATUTINO,,,2211 1309,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,https://planeamientoeducativo.utu.edu.uy/programas-fpb-audiovisual,1301385,10385
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,81A,ROBOTICA,,,,,,MATUTINO,,,2211 1309,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,https://planeamientoeducativo.utu.edu.uy/programa-fpb-robotica-trayecto-experimental,1301385,10385
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,81A,ROBOTICA,,,,,,VESPERTINO,,,2211 1309,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,https://planeamientoeducativo.utu.edu.uy/programa-fpb-robotica-trayecto-experimental,1301385,10385
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,97C,PROGRAMACION Y VIDEOJUEGOS,,,,,,MATUTINO,,,2211 1309,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,,1301385,10385
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2007,975,INFORMATICA,,,,,,VESPERTINO,,,2211 1309,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055INFORMATICA.htm,1301385,10385
CAPACITACIONES,CAPACITACIÓN PROFESIONAL INICIAL,2007,799,PROCESOS BASICOS SOLDADURA Y FORJA,,,,,,MATUTINO,,,2211 1309,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/CPI.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/Soldadura%20y%20Forja.htm,1301385,10385
CAPACITACIONES,CAPACITACIÓN PROFESIONAL INICIAL,2007,799,PROCESOS BASICOS SOLDADURA Y FORJA,,,,,,VESPERTINO,,,2211 1309,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/CPI.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/Soldadura%20y%20Forja.htm,1301385,10385
CAPACITACIONES,CAPACITACIÓN PROFESIONAL INICIAL,2007,819,MANICURIA,,,,,,VESPERTINO,,,2211 1309,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/CPI.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/manicuria.htm,1301385,10385
CAPACITACIONES,CAPACITACIÓN POR COMPETENCIAS,2007,66D,GASTRONOMIA - PANADERIA,,,,,,VESPERTINO,,,2211 1309,,,,1301385,10385
CAPACITACIONES,CAPACITACIÓN POR COMPETENCIAS,2007,66D,GASTRONOMIA - PANADERIA,,,,,,VESPERTINO,,,2211 1309,,,,1301385,10385
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,06B,ARTES GRAFICAS,,,,,,VESPERTINO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,https://planeamientoeducativo.utu.edu.uy/programas-fpb-artes-graficas,1301442,10442
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,06B,ARTES GRAFICAS,,,,,,VESPERTINO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,https://planeamientoeducativo.utu.edu.uy/programas-fpb-artes-graficas,1301442,10442
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2007,06B,ARTES GRAFICAS,,,,,,VESPERTINO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,,1301442,10442
EDUCACION MEDIA BASICA,ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA,2010,988,PROGRAMA RUMBO,,,,,,NOCTURNO,,,2412 4395 - 2412 4396,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/articulacion.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/05610988%20-%20Programa%20Rumbo.htm,1301442,10442
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,198,COMPOSICION ARMADO EN PANTALLA,,,,,,VESPERTINO-NOCTURNO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804198Comp%20y%20armado%20en%20pantalla.htm,1301442,10442
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,198,COMPOSICION ARMADO EN PANTALLA,,,,,,VESPERTINO-NOCTURNO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804198Comp%20y%20armado%20en%20pantalla.htm,1301442,10442
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,06B,ARTES GRAFICAS,,,,,,MATUTINO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/049200406bartes%20graficas.htm,1301442,10442
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,06B,ARTES GRAFICAS,,,,,,VESPERTINO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/049200406bartes%20graficas.htm,1301442,10442
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,06B,ARTES GRAFICAS,,,,,,NOCTURNO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/049200406bartes%20graficas.htm,1301442,10442
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,06B,ARTES GRAFICAS,,,,,,MATUTINO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/049200406bartes%20graficas.htm,1301442,10442
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,06B,ARTES GRAFICAS,,,,,,MATUTINO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/049200406bartes%20graficas.htm,1301442,10442
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,06B,ARTES GRAFICAS,,,,,,VESPERTINO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/049200406bartes%20graficas.htm,1301442,10442
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,06B,ARTES GRAFICAS,,,,,,NOCTURNO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/049200406bartes%20graficas.htm,1301442,10442
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,06B,ARTES GRAFICAS,,,,,,MATUTINO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/049200406bartes%20graficas.htm,1301442,10442
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,06B,ARTES GRAFICAS,,,,,,VESPERTINO-NOCTURNO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/049200406bartes%20graficas.htm,1301442,10442
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2013,30A,DISEÑO GRAFICO EN COM. VISUAL,,,,,,NOCTURNO,,,2412 4395 - 2412 4396,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/b/050Dise%C3%B1o%20Grafico%20-%20Plan%202013.htm,1301442,10442
CAPACITACIONES,CAPACITACIÓN PROFESIONAL INICIAL,2007,953,ENCUADERNACION DORADA-BASICO,,,,,,NOCTURNO,,,2412 4395 - 2412 4396,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/CPI.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/encuadernacion%20dorado%20basico.htm,1301442,10442
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,07A,AUDIOVISUAL,,,,,,VESPERTINO,,,2511 4479,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,https://planeamientoeducativo.utu.edu.uy/programas-fpb-audiovisual,1301480,10480
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,25A,DEPORTE Y RECREACION,,,,,,MATUTINO,,,2511 4479,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,https://planeamientoeducativo.utu.edu.uy/programa-fpb-deporte-y-recreacion,1301480,10480
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,81A,ROBOTICA,,,,,,MATUTINO,,,2511 4479,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,https://planeamientoeducativo.utu.edu.uy/programa-fpb-robotica-trayecto-experimental,1301480,10480
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,97C,PROGRAMACION Y VIDEOJUEGOS,,,,,,MATUTINO,,,2511 4479,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,,1301480,10480
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,97C,PROGRAMACION Y VIDEOJUEGOS,,,,,,VESPERTINO,,,2511 4479,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,,1301480,10480
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2007,81A,ROBOTICA,,,,,,VESPERTINO,,,2511 4479,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/ROB%C3%93TICA.htm,1301480,10480
EDUCACION MEDIA BASICA,ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA,2010,988,PROGRAMA RUMBO,,,,,,VESPERTINO-NOCTURNO,,,2511 4479,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/articulacion.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/05610988%20-%20Programa%20Rumbo.htm,1301480,10480
EDUCACION MEDIA BASICA,ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA,2010,988,PROGRAMA RUMBO,,,,,,VESPERTINO-NOCTURNO,,,2511 4479,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/articulacion.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/05610988%20-%20Programa%20Rumbo.htm,1301480,10480
EDUCACION MEDIA SUPERIOR,E. M. P.  ESPECIALIZACIÓN,2001,554,MAQUETISTA,,,,,,VESPERTINO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/educacion-media-profesional-especializacion,,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,144,CARPINTERIA,,,,,,MATUTINO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,144,CARPINTERIA,,,,,,NOCTURNO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,217,CONST. MUEBLES POR DISEÑO,,,,,,MATUTINO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804217const%20muebles.htm,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,217,CONST. MUEBLES POR DISEÑO,,,,,,NOCTURNO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804217const%20muebles.htm,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,218,CONST. VIVENDAS Y ABERTURAS,,,,,,NOCTURNO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804218const%20viv%20y%20abert.htm,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,23P,CONSTRUCCION,,,,,,MATUTINO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804218const%20viv%20y%20abert.htm,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,23P,CONSTRUCCION,,,,,,NOCTURNO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804218const%20viv%20y%20abert.htm,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,344,ELECTROTECNIA,,,,,,MATUTINO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,344,ELECTROTECNIA,,,,,,NOCTURNO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,344,ELECTROTECNIA,,,,,,NOCTURNO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,344,ELECTROTECNIA,,,,,,NOCTURNO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,492,INSTALACIONES ELECTRICAS,,,,,,MATUTINO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804492Inst%20Electricas.htm,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,492,INSTALACIONES ELECTRICAS,,,,,,NOCTURNO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804492Inst%20Electricas.htm,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,492,INSTALACIONES ELECTRICAS,,,,,,NOCTURNO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804492Inst%20Electricas.htm,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,500,INSTALACIONES SANITARIAS,,,,,,NOCTURNO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804500Inst%20Sanitarias.htm,1301482,10482
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,23P,CONSTRUCCION,,,,,,MATUTINO,,,2408 4116 -  2408 6233,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Construcci%C3%B3n%20Reformulado.htm,1301482,10482
