Descripcion_Nivel,Descripcion_Tipo_Curso,Plan_Orientac,Cod_Corientac,Descripcion_Orientac,Tray,Año,Mod,Sem,Grupo,TurnoDescripcion,Sectores de Estudio,Modalidad,Telefono,Mail,DescTCurso,DescOrient,Ruee,Cod_Ecuela
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2018,60M,MANT. ELECTROMECANICO INDUSTRIAL,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/MANTENIMIENTO%20ELECTROMECANICO%20INDUSTRIAL.htm,1301021,10021
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2018,60M,MANT. ELECTROMECANICO INDUSTRIAL,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/MANTENIMIENTO%20ELECTROMECANICO%20INDUSTRIAL.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,MATUTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022,10022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,VESPERTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022,10022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,MATUTINO-VESPERTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022,10022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,MATUTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022,10022
EDUCACION SUP. TERCIARIA,TECNÓLOGO,2007,889,TECNOLOGO EN INFORMATICA,,,,,,MATUTINO,,,,,https://www.utu.edu.uy/tecnologos,https://www.utu.edu.uy/tecnologo-en-informatica,1301022,10022
EDUCACION SUP. TERCIARIA,TECNÓLOGO,2007,889,TECNOLOGO EN INFORMATICA,,,,,,VESPERTINO,,,,,https://www.utu.edu.uy/tecnologos,https://www.utu.edu.uy/tecnologo-en-informatica,1301022,10022
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053,10053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053,10053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053,10053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053,10053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053,10053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053,10053
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,82B,PRODUCCION VEGETAL,,,,,,DOBLE TURNO,,,2355 6334,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,,1301053,10053
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,82B,PRODUCCION VEGETAL,,,,,,DOBLE TURNO,,,2355 6334,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,,1301053,10053
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2007,258,PROD. HORTICOLA INTENSIVA,,,,,,DOBLE TURNO,,,2355 6334,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055producciones%20horticolas%20protegidas.htm,1301053,10053
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,04C,AGRARIO,,,,,,DOBLE TURNO,,,2355 6334,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904046%20reformulacion%202013%20Y%202021.htm,1301053,10053
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,04C,AGRARIO,,,,,,DOBLE TURNO,,,2355 6334,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904046%20reformulacion%202013%20Y%202021.htm,1301053,10053
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,04C,AGRARIO,,,,,,DOBLE TURNO,,,2355 6334,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904046%20reformulacion%202013%20Y%202021.htm,1301053,10053
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,04C,AGRARIO,,,,,,DOBLE TURNO,,,2355 6334,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904046%20reformulacion%202013%20Y%202021.htm,1301053,10053
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,04C,AGRARIO,,,,,,DOBLE TURNO,,,2355 6334,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904046%20reformulacion%202013%20Y%202021.htm,1301053,10053
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,25A,DEPORTE Y RECREACION,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,https://planeamientoeducativo.utu.edu.uy/programa-fpb-deporte-y-recreacion,1301082,10082
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2021,25A,DEPORTE Y RECREACION,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/programas-fpb,https://planeamientoeducativo.utu.edu.uy/programa-fpb-deporte-y-recreacion,1301082,10082
EDUCACION MEDIA BASICA,FORMACIÓN PROFESIONAL BÁSICA (FP),2007,25A,DEPORTE Y RECREACION,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,007,ADMINISTRACION,,,,,,NOCTURNO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/administraci%C3%B3n.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,007,ADMINISTRACION,,,,,,NOCTURNO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/administraci%C3%B3n.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,NOCTURNO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,NOCTURNO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,NOCTURNO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,NOCTURNO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,NOCTURNO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,25A,DEPORTE Y RECREACION,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904255%20-%20Deporte%20Y%20RECREACI%C3%93N%20reformulaci%C3%B3n%202012.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,25A,DEPORTE Y RECREACION,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904255%20-%20Deporte%20Y%20RECREACI%C3%93N%20reformulaci%C3%B3n%202012.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,25A,DEPORTE Y RECREACION,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904255%20-%20Deporte%20Y%20RECREACI%C3%93N%20reformulaci%C3%B3n%202012.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,25A,DEPORTE Y RECREACION,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904255%20-%20Deporte%20Y%20RECREACI%C3%93N%20reformulaci%C3%B3n%202012.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,25A,DEPORTE Y RECREACION,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904255%20-%20Deporte%20Y%20RECREACI%C3%93N%20reformulaci%C3%B3n%202012.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,25A,DEPORTE Y RECREACION,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904255%20-%20Deporte%20Y%20RECREACI%C3%93N%20reformulaci%C3%B3n%202012.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,25A,DEPORTE Y RECREACION,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904255%20-%20Deporte%20Y%20RECREACI%C3%93N%20reformulaci%C3%B3n%202012.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,25A,DEPORTE Y RECREACION,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904255%20-%20Deporte%20Y%20RECREACI%C3%93N%20reformulaci%C3%B3n%202012.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,25A,DEPORTE Y RECREACION,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904255%20-%20Deporte%20Y%20RECREACI%C3%93N%20reformulaci%C3%B3n%202012.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,25A,DEPORTE Y RECREACION,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904255%20-%20Deporte%20Y%20RECREACI%C3%93N%20reformulaci%C3%B3n%202012.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,NOCTURNO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,NOCTURNO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,NOCTURNO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,MATUTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,VESPERTINO,,,2208 9891 - 2208 7345,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301082,10082
