Ruee_Calculado,Rule_Calculado,GRADO_ANNO,BACHIILER_DIVNOMBRE,HORARIO,PLAN,MODALIDAD,NOMBRELIC,DescPlan,RUEE_RAD
1210015,3100112,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MALDONADO Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210017,3100114,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA BARRA,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210017,3100114,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA BARRA,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210017,3100114,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA BARRA,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210018,3100138,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1210018,3100138,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1210018,3100138,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1210018,3100138,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1210018,3100138,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1210018,3100138,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1210018,3100138,1,,DIURNO EXTENDIDO,PROPUESTA 2016,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210018,3100138,1,,DIURNO EXTENDIDO,PROPUESTA 2016,SEMESTRAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210018,3100138,2,,DIURNO EXTENDIDO,PROPUESTA 2016,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210018,3100138,2,,DIURNO EXTENDIDO,PROPUESTA 2016,SEMESTRAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210018,3100138,3,,DIURNO EXTENDIDO,PROPUESTA 2016,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210018,3100138,3,,DIURNO EXTENDIDO,PROPUESTA 2016,SEMESTRAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210018,3100138,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210018,3100138,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210018,3100138,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210018,3100138,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1210018,3100138,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MALDONADO Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211001,3110103,5,HUMANÍSTICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1211001,3110103,5,BIOLÓGICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1211001,3110103,5,CIENTÍFICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1211001,3110103,6,DERECHO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1211001,3110103,6,ECONOMÍA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1211001,3110103,6,AGRONOMÍA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1211001,3110103,6,MEDICINA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1211001,3110103,6,ARQUITECTURA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1211001,3110103,6,INGENIERÍA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1211001,3110103,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,5,DIV.CIENTÍFICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,5,DIV.CIENTÍFICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,5,DIV.ARTE Y EXPRESIÓN,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,6,SOCIAL ECONOMÍA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,6,CIENCIAS AGRARIAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,6,FÍSICO MATEMÁTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,6,MATEMÁTICA Y DISEÑO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211001,3110103,6,ARTE Y EXPRESIÓN,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211002,3110109,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,GUICHON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211002,3110109,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,GUICHON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211002,3110109,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,GUICHON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211002,3110109,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,GUICHON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211002,3110109,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,GUICHON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211002,3110109,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,GUICHON,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211002,3110109,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,GUICHON,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211002,3110109,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,GUICHON,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211004,3110104,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211004,3110104,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211004,3110104,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211004,3110104,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211004,3110104,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211004,3110104,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211005,3110112,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,QUEBRACHO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211005,3110112,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,QUEBRACHO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211005,3110112,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,QUEBRACHO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211005,3110112,5,DIV.CIENTÍFICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,QUEBRACHO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211005,3110112,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,QUEBRACHO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211005,3110112,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,QUEBRACHO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211005,3110112,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,QUEBRACHO,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211005,3110112,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,QUEBRACHO,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211005,3110112,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,QUEBRACHO,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211006,3110110,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PIEDRAS COLORADAS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211006,3110110,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PIEDRAS COLORADAS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211006,3110110,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PIEDRAS COLORADAS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211006,3110110,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PIEDRAS COLORADAS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211008,3110105,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211008,3110105,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211008,3110105,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 3,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211008,3110105,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 3,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211008,3110105,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 3,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211008,3110105,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 3,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211008,3110105,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 3,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211008,3110105,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 3,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211009,3110106,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 4,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211009,3110106,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 4,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211009,3110106,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 4,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211009,3110106,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 4,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211009,3110106,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 4,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211009,3110106,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 4,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,4,,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/plan-1994,
1211010,3110107,1,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,1,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,1,,DIURNO EXTENDIDO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,1,,DIURNO EXTENDIDO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,2,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,2,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,2,,DIURNO EXTENDIDO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,2,,DIURNO EXTENDIDO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,3,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,3,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211010,3110107,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211011,3110111,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PUEBLO GALLINAL,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211011,3110111,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PUEBLO GALLINAL,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211011,3110111,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PUEBLO GALLINAL,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211012,3110053,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CHAPICUY,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211012,3110053,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CHAPICUY,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211012,3110053,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CHAPICUY,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211012,3110053,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CHAPICUY,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211012,3110053,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CHAPICUY,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211015,3110047,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LORENZO GEYRES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211015,3110047,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LORENZO GEYRES,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211015,3110047,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LORENZO GEYRES,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211015,3110047,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LORENZO GEYRES,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211016,3110120,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211016,3110120,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211016,3110120,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211016,3110120,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211016,3110120,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211016,3110120,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211016,3110120,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211016,3110120,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PAYSANDU Nº 6,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1211017,3110108,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 7,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211017,3110108,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 7,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211017,3110108,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 7,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211017,3110108,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 7,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211017,3110108,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 7,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211017,3110108,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 7,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1211017,3110108,5,DIV.CIENTÍFICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,PAYSANDU Nº 7,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
